Tipo_Estacao,Local_Nome_Estacao,Contagem,Média,Mediana,Desvio Padrão,Mínimo,Máximo,Valores Nulos,% Nulos
convencional,BOM JESUS DA LAPA,0,,,,,,154,100.0
convencional,BOM JESUS DO PIAUI,0,,,,,,139,100.0
convencional,BRASILIA,0,,,,,,154,100.0
convencional,BREVES,0,,,,,,154,100.0
convencional,C. DO MATO DENTRO,0,,,,,,154,100.0
convencional,CABROBO,0,,,,,,154,100.0
convencional,CACERES,0,,,,,,31,100.0
convencional,CAETITE,0,,,,,,91,100.0
convencional,CALDAS(P. DE CALDAS),0,,,,,,45,100.0
convencional,CALDEIRAO,0,,,,,,38,100.0
convencional,CAMBARA DO SUL,0,,,,,,115,100.0
convencional,CAMETA,0,,,,,,154,100.0
convencional,CAMPINA GRANDE,0,,,,,,154,100.0
convencional,CAMPO BELO SUL,0,,,,,,154,100.0
convencional,CAMPO BOM,0,,,,,,23,100.0
convencional,CAMPO LARGO,0,,,,,,154,100.0
convencional,CAMPO MOURAO,0,,,,,,60,100.0
convencional,CAMPOS,0,,,,,,154,100.0
convencional,CAMPOS DO JORDAO,0,,,,,,87,100.0
convencional,CAMPOS NOVOS,0,,,,,,67,100.0
convencional,CAMPOS SALES,0,,,,,,87,100.0
convencional,CANARANA,0,,,,,,154,100.0
convencional,CANAVIEIRAS,0,,,,,,115,100.0
convencional,CAPARAO,0,,,,,,154,100.0
convencional,CAPINOPOLIS,0,,,,,,80,100.0
convencional,CARACARAI,0,,,,,,154,100.0
convencional,CARACOL,0,,,,,,115,100.0
convencional,CARATINGA,0,,,,,,154,100.0
convencional,CARAVELAS,0,,,,,,154,100.0
convencional,CARBONITA,0,,,,,,154,100.0
convencional,CARINHANHA,0,,,,,,106,100.0
convencional,CARMO,0,,,,,,87,100.0
convencional,CAROLINA,0,,,,,,154,100.0
convencional,CASTRO,0,,,,,,115,100.0
convencional,CATALAO,0,,,,,,154,100.0
convencional,CATANDUVA,0,,,,,,115,100.0
convencional,CAXIAS,0,,,,,,128,100.0
convencional,CAXIAS DO SUL,0,,,,,,154,100.0
convencional,CEARA MIRIM,0,,,,,,154,100.0
convencional,CHAPADINHA,0,,,,,,154,100.0
convencional,CHAPECO,0,,,,,,61,100.0
convencional,CIPO,0,,,,,,154,100.0
convencional,COARI,0,,,,,,49,100.0
convencional,CODAJAS,0,,,,,,154,100.0
convencional,COLINAS,0,,,,,,154,100.0
convencional,CONCEICAO DO ARAGUAIA,0,,,,,,154,100.0
convencional,CORDEIRO,0,,,,,,154,100.0
convencional,CORNELIO PROCOPIO,0,,,,,,154,100.0
convencional,CORRENTINA,0,,,,,,154,100.0
convencional,CORUMBA,0,,,,,,30,100.0
convencional,CRATEUS,0,,,,,,76,100.0
convencional,CROSLANDIA,0,,,,,,154,100.0
convencional,CRUZ ALTA,0,,,,,,154,100.0
convencional,CRUZ DAS ALMAS,0,,,,,,154,100.0
convencional,CRUZEIRO DO SUL,0,,,,,,49,100.0
convencional,CRUZETA,0,,,,,,115,100.0
convencional,CUIABA,0,,,,,,154,100.0
convencional,CURITIBA,0,,,,,,115,100.0
convencional,CURVELO,0,,,,,,124,100.0
convencional,DIAMANTINA,0,,,,,,98,100.0
convencional,DIAMANTINO,0,,,,,,154,100.0
convencional,DIVINOPOLIS,0,,,,,,117,100.0
convencional,DOCAS DE SANTO (ITAPEMA),0,,,,,,154,100.0
convencional,ECOPORANGA,0,,,,,,38,100.0
convencional,EIRUNEPE,0,,,,,,154,100.0
convencional,ENCRUZILHADA DO SUL,0,,,,,,115,100.0
convencional,ESC.AGROTEC.DE MANAUS,0,,,,,,154,100.0
convencional,ESPERANTINA,0,,,,,,83,100.0
convencional,ESPINOSA,0,,,,,,87,100.0
convencional,FEIRA DE SANTANA,0,,,,,,84,100.0
convencional,FLORANIA,0,,,,,,77,100.0
convencional,FLORESTAL,0,,,,,,79,100.0
convencional,FLORIANO,0,,,,,,154,100.0
convencional,FLORIANOPOLIS,0,,,,,,99,100.0
convencional,FONTE BOA,0,,,,,,154,100.0
convencional,FORMOSA,0,,,,,,154,100.0
convencional,FORMOSO,0,,,,,,154,100.0
convencional,FORTALEZA,0,,,,,,154,100.0
convencional,FRANCA,0,,,,,,154,100.0
convencional,FRUTAL,0,,,,,,21,100.0
convencional,GARANHUNS,0,,,,,,131,100.0
convencional,GLEBA CELESTE,0,,,,,,29,100.0
convencional,GOIANA,0,,,,,,154,100.0
convencional,GOIANIA,0,,,,,,154,100.0
convencional,GOIAS,0,,,,,,70,100.0
convencional,GUARABIRA,0,,,,,,154,100.0
convencional,GUARAMIRANGA,0,,,,,,92,100.0
convencional,GUARATINGA,0,,,,,,154,100.0
convencional,GUARULHOS,0,,,,,,36,100.0
convencional,GURUPI,0,,,,,,154,100.0
convencional,IAUARETE,0,,,,,,92,100.0
convencional,IBIRITE,0,,,,,,119,100.0
convencional,IBIRUBA,0,,,,,,2,100.0
convencional,IGUABA GRANDE,0,,,,,,148,100.0
convencional,IGUATU,0,,,,,,115,100.0
convencional,IMPERATRIZ,0,,,,,,154,100.0
convencional,INDAIAL,0,,,,,,75,100.0
convencional,IPAMERI,0,,,,,,154,100.0
convencional,IRAI,0,,,,,,79,100.0
convencional,IRATI,0,,,,,,154,100.0
convencional,IRECE,0,,,,,,115,100.0
convencional,ITABAIANINHA,0,,,,,,154,100.0
convencional,ITABERABA,0,,,,,,86,100.0
convencional,ITABUNA,0,,,,,,154,100.0
convencional,ITACARAMBI,0,,,,,,154,100.0
convencional,ITACOATIARA,0,,,,,,154,100.0
convencional,ITAITUBA,0,,,,,,154,100.0
convencional,ITAMARANDIBA,0,,,,,,154,100.0
convencional,ITAPERUNA,0,,,,,,154,100.0
convencional,ITARANA,0,,,,,,23,100.0
convencional,ITIRUCU (JAGUAQUARA),0,,,,,,49,100.0
convencional,ITUACU,0,,,,,,115,100.0
convencional,ITUIUTABA,0,,,,,,46,100.0
convencional,ITUMBIARA,0,,,,,,5,100.0
convencional,IVAI,0,,,,,,115,100.0
convencional,IVINHEMA,0,,,,,,30,100.0
convencional,JACOBINA,0,,,,,,135,100.0
convencional,JAGUARUANA,0,,,,,,88,100.0
convencional,JANAUBA,0,,,,,,56,100.0
convencional,JANUARIA,0,,,,,,154,100.0
convencional,JATAI,0,,,,,,154,100.0
convencional,JOAO MONLEVADE,0,,,,,,89,100.0
convencional,JOAO PESSOA,0,,,,,,154,100.0
convencional,JOAO PINHEIRO,0,,,,,,73,100.0
convencional,JUAZEIRO DO NORTE,0,,,,,,154,100.0
convencional,JUIZ DE FORA,0,,,,,,154,100.0
convencional,JURAMENTO,0,,,,,,146,100.0
convencional,LABREA,0,,,,,,154,100.0
convencional,LAGES,0,,,,,,64,100.0
convencional,LAGOA VERMELHA,0,,,,,,154,100.0
convencional,LAMBARI,0,,,,,,7,100.0
convencional,LAVRAS,0,,,,,,154,100.0
convencional,LENCOIS,0,,,,,,154,100.0
convencional,LOANDA,0,,,,,,154,100.0
convencional,LONDRINA,0,,,,,,154,100.0
convencional,LUZIANIA,0,,,,,,154,100.0
convencional,LUZILANDIA(LAG.DO PIAUI),0,,,,,,154,100.0
convencional,MACAIBA,0,,,,,,154,100.0
convencional,MACAPA,0,,,,,,154,100.0
convencional,MACAU,0,,,,,,79,100.0
convencional,MACEIO,0,,,,,,112,100.0
convencional,MACHADO,0,,,,,,125,100.0
convencional,MAJOR ISIDORO,0,,,,,,154,100.0
convencional,MANAUS,0,,,,,,154,100.0
convencional,MANICORE,0,,,,,,126,100.0
convencional,MARABA,0,,,,,,154,100.0
convencional,MARIA DA FE,0,,,,,,56,100.0
convencional,MARICA,0,,,,,,77,100.0
convencional,MARILANDIA (COLATINA),0,,,,,,53,100.0
convencional,MARINGA,0,,,,,,154,100.0
convencional,MATA GRANDE,0,,,,,,154,100.0
convencional,MATEUS LEME,0,,,,,,154,100.0
convencional,MATUPA,0,,,,,,111,100.0
convencional,MOCAMBINHO,0,,,,,,7,100.0
convencional,MONTE ALEGRE,0,,,,,,154,100.0
convencional,MONTE AZUL,0,,,,,,49,100.0
convencional,MONTE SANTO,0,,,,,,100,100.0
convencional,MONTEIRO,0,,,,,,154,100.0
convencional,MONTES CLAROS,0,,,,,,154,100.0
convencional,MORADA NOVA,0,,,,,,154,100.0
convencional,MORRO DO CHAPEU,0,,,,,,154,100.0
convencional,MORRO DOS CAVALOS,0,,,,,,38,100.0
convencional,MUCURI,0,,,,,,154,100.0
convencional,MUNIZ FREIRE,0,,,,,,148,100.0
convencional,NANUQUE-ALCANA,0,,,,,,154,100.0
convencional,NATAL,0,,,,,,154,100.0
convencional,NAZARE DA MATA,0,,,,,,154,100.0
convencional,NHUMIRIM (NHECOLANDIA),0,,,,,,95,100.0
convencional,NOVA CRUZ,0,,,,,,154,100.0
convencional,NOVA XAV.(XAVANTINA),0,,,,,,154,100.0
convencional,OBIDOS,0,,,,,,115,100.0
convencional,OLINDA,0,,,,,,154,100.0
convencional,OLIVEIRA,0,,,,,,70,100.0
convencional,OURICURI,0,,,,,,154,100.0
convencional,PADRE RICARDO REMETTER,0,,,,,,154,100.0
convencional,PALMAS,0,,,,,,154,100.0
convencional,PALMEIRA DOS INDIOS,0,,,,,,154,100.0
convencional,PAO DE ACUCAR,0,,,,,,154,100.0
convencional,PARACATU,0,,,,,,119,100.0
convencional,PARANAGUA,0,,,,,,116,100.0
convencional,PARANAIBA,0,,,,,,154,100.0
convencional,PARINTINS,0,,,,,,49,100.0
convencional,PARNAIBA,0,,,,,,81,100.0
convencional,PASSA QUATRO,0,,,,,,154,100.0
convencional,PASSO FUNDO,0,,,,,,154,100.0
convencional,PATOS,0,,,,,,154,100.0
convencional,PATOS DE MINAS,0,,,,,,77,100.0
convencional,PAULISTANA,0,,,,,,154,100.0
convencional,PAULO AFONSO,0,,,,,,40,100.0
convencional,PEDRA AZUL,0,,,,,,154,100.0
convencional,PEDRO AFONSO,0,,,,,,154,100.0
convencional,PEIXE,0,,,,,,154,100.0
convencional,PELOTAS,0,,,,,,154,100.0
convencional,PESQUEIRA,0,,,,,,47,100.0
convencional,PETROLINA,0,,,,,,154,100.0
convencional,PICOS,0,,,,,,130,100.0
convencional,PILAR (MANGUABA),0,,,,,,154,100.0
convencional,PIRAPORA,0,,,,,,94,100.0
convencional,PIRENOPOLIS,0,,,,,,154,100.0
convencional,PIRIPIRI,0,,,,,,115,100.0
convencional,POMPEU,0,,,,,,48,100.0
convencional,PONTA PORA,0,,,,,,49,100.0
convencional,PORANGATU,0,,,,,,154,100.0
convencional,PORTEIRINHA,0,,,,,,154,100.0
convencional,PORTO ALEGRE,0,,,,,,154,100.0
convencional,PORTO DE MOZ,0,,,,,,154,100.0
convencional,PORTO DE PEDRAS,0,,,,,,154,100.0
convencional,PORTO LUCENA,0,,,,,,154,100.0
convencional,PORTO NACIONAL,0,,,,,,154,100.0
convencional,POSSE,0,,,,,,154,100.0
convencional,POXOREU,0,,,,,,115,100.0
convencional,PRESIDENTE PRUDENTE,0,,,,,,5,100.0
convencional,PROPRIA,0,,,,,,154,100.0
convencional,QUIXADA,0,,,,,,154,100.0
convencional,QUIXERAMOBIM,0,,,,,,154,100.0
convencional,REALENGO,0,,,,,,125,100.0
convencional,RECIFE (CURADO),0,,,,,,104,100.0
convencional,REMANSO,0,,,,,,115,100.0
convencional,RESENDE,0,,,,,,154,100.0
convencional,RIO BONITO,0,,,,,,89,100.0
convencional,RIO BRANCO,0,,,,,,140,100.0
convencional,RIO DE JANEIRO,0,,,,,,64,100.0
convencional,RIO GRANDE,0,,,,,,37,100.0
convencional,RIO VERDE,0,,,,,,154,100.0
convencional,RONCADOR,0,,,,,,69,100.0
convencional,RONDONOPOLIS,0,,,,,,49,100.0
convencional,SALINAS,0,,,,,,154,100.0
convencional,SALVADOR (ONDINA),0,,,,,,154,100.0
convencional,SANTA CRUZ,0,,,,,,96,100.0
convencional,SANTA MARIA,0,,,,,,154,100.0
convencional,SANTA MARIA MADALENA,0,,,,,,154,100.0
convencional,SANTA VITORIA DO PALMAR,0,,,,,,154,100.0
convencional,SANTANA DO LIVRAMENTO,0,,,,,,24,100.0
convencional,SANTO ANTONIO DE PADUA,0,,,,,,154,100.0
convencional,SAO CARLOS,0,,,,,,150,100.0
convencional,SAO FELIX DO XINGU,0,,,,,,115,100.0
convencional,SAO GABRIEL DA CACHOEIRA(UAUPES),0,,,,,,154,100.0
convencional,SAO GONCALO,0,,,,,,154,100.0
convencional,SAO JOAO DO PIAUI,0,,,,,,154,100.0
convencional,SAO JOAQUIM,0,,,,,,65,100.0
convencional,SAO JOSE DO BARREIRO,0,,,,,,154,100.0
convencional,SAO JOSE DO RIO CLARO,0,,,,,,49,100.0
convencional,SAO LOURENCO,0,,,,,,154,100.0
convencional,SAO LUIS,0,,,,,,154,100.0
convencional,SAO LUIZ GONZAGA,0,,,,,,154,100.0
convencional,SAO MATEUS,0,,,,,,115,100.0
convencional,SAO PAULO(MIR.de SANTANA),0,,,,,,154,100.0
convencional,SAO S.DO PARAISO,0,,,,,,27,100.0
convencional,SAO SIMAO,0,,,,,,154,100.0
convencional,SAO VICENTE,0,,,,,,154,100.0
convencional,SERIDO (CAICO),0,,,,,,154,100.0
convencional,SERRINHA,0,,,,,,150,100.0
convencional,SETE LAGOAS,0,,,,,,55,100.0
convencional,SOBRAL,0,,,,,,104,100.0
convencional,SOROCABA,0,,,,,,303,100.0
convencional,SOURE,0,,,,,,115,100.0
convencional,STa. R. DE CASSIA (IBIPETUBA),0,,,,,,120,100.0
convencional,SURUBIM,0,,,,,,154,100.0
convencional,TAGUATINGA,0,,,,,,154,100.0
convencional,TAPACURA,0,,,,,,154,100.0
convencional,TARAUACA,0,,,,,,154,100.0
convencional,TAUA,0,,,,,,115,100.0
convencional,TAUBATE,0,,,,,,32,100.0
convencional,TEFE,0,,,,,,154,100.0
convencional,TEOFILO OTONI,0,,,,,,87,100.0
convencional,TERESINA,0,,,,,,154,100.0
convencional,TERESOPOLIS,0,,,,,,154,100.0
convencional,TORRES,0,,,,,,112,100.0
convencional,TRACUATEUA,0,,,,,,154,100.0
convencional,TRES PASSOS,0,,,,,,154,100.0
convencional,TRIUNFO,0,,,,,,93,100.0
convencional,TUCURUI,0,,,,,,154,100.0
convencional,TURIACU,0,,,,,,154,100.0
convencional,UBERABA,0,,,,,,80,100.0
convencional,UNAI,0,,,,,,154,100.0
convencional,URUGUAIANA,0,,,,,,87,100.0
convencional,URUSSANGA,0,,,,,,69,100.0
convencional,VALE DO GURGUEIA (CRISTIANO CASTRO),0,,,,,,78,100.0
convencional,VICOSA,0,,,,,,75,100.0
convencional,VICOSA DO CEARA,0,,,,,,154,100.0
convencional,VILA DEODORO,0,,,,,,154,100.0
convencional,VITORIA,0,,,,,,154,100.0
convencional,VITORIA DA CONQUISTA,0,,,,,,154,100.0
convencional,VOTUPORANGA,0,,,,,,115,100.0
convencional,ZE DOCA,0,,,,,,154,100.0
