Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Direcao_Vento_Predominante_Mensal_graus,Evaporacao_Piche_Mensal_mm,Evapotranspiracao_Potencial_BH_Mensal_mm,Evapotranspiracao_Real_BH_Mensal_mm,Insolacao_Total_Mensal_horas,Nebulosidade_Media_Mensal_decimos,Numero_de_dias_com_precip_pluv_mensal,Precipitacao_total_mensal_mm,Pressao_atmosferica_nivel_mar_media_mensal_mB,Pressao_atmosferica_media_mensal_mB,Temperatura_maxima_media_mensal_Celsius,Temperatura_media_compensada_mensal_Celsius,Temperatura_minima_media_mensal_Celsius,Umidade_relativa_ar_media_mensal_percentual,VENTO_velocidade_MAXIMA_mensal_metros_seg,VENTO_velocidade_MEDIA_mensal_metros_seg,Visibilidade_media_mensal_codigo
01/01/2012,31/01/2016,31/01/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,200.5,134.9,134.9,,6.7,11.0,230.6,1009.7,935.0,31.4,25.1,20.2,70.4,5.0,2.0,72.6
01/01/2012,31/01/2016,29/02/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,191.0,118.3,118.3,,7.6,15.0,157.5,1010.9,936.1,31.4,24.8,20.2,73.7,5.0,1.9,73.5
01/01/2012,31/01/2016,31/03/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,193.3,110.6,110.6,,6.1,8.0,109.2,1013.4,937.9,30.8,23.7,18.1,67.4,8.0,1.9,72.3
01/01/2012,31/01/2016,30/04/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,144.0,80.9,80.9,,7.6,15.0,286.1,1013.5,937.7,27.5,21.6,17.1,81.1,5.0,2.0,70.9
01/01/2012,31/01/2016,31/05/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,140.9,59.4,58.9,,4.6,6.0,49.4,1016.9,940.0,25.2,19.1,14.6,79.3,6.0,2.3,72.9
01/01/2012,31/01/2016,30/06/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,105.2,42.9,42.9,,6.8,12.0,346.1,1017.3,940.0,22.8,17.0,13.0,84.4,5.0,2.5,61.2
01/01/2012,31/01/2016,31/07/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,204.3,43.6,38.3,,5.7,9.0,9.4,1018.3,940.7,23.9,16.9,11.8,71.7,7.0,2.4,61.3
01/01/2012,31/01/2016,31/08/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,314.2,71.9,52.1,,4.5,4.0,26.0,1018.1,941.5,28.2,20.3,14.4,57.5,7.0,2.7,69.1
01/01/2012,31/01/2016,30/09/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,367.7,93.0,84.9,,6.0,6.0,79.1,1014.9,939.2,30.9,22.7,16.1,52.5,9.0,2.8,70.0
01/01/2012,31/01/2016,31/10/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,308.2,114.2,114.2,,7.2,10.0,210.6,1011.0,936.0,31.0,24.1,18.6,68.0,6.0,2.8,71.1
01/01/2012,31/01/2016,30/11/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,278.2,124.5,124.5,,6.3,11.0,171.2,1009.8,935.0,31.0,24.6,20.0,72.0,5.0,2.3,73.7
01/01/2012,31/01/2016,31/12/2012,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,245.3,146.4,146.4,,7.1,10.0,213.8,1008.8,934.4,31.9,25.7,21.3,75.5,6.0,2.5,74.1
01/01/2012,31/01/2016,31/01/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,265.6,134.9,134.9,,6.1,8.0,137.8,1010.7,936.0,31.6,25.0,19.6,68.7,6.0,2.3,76.5
01/01/2012,31/01/2016,28/02/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,204.6,110.0,110.0,,7.1,10.0,122.9,1010.6,935.8,31.4,24.7,20.3,75.5,7.0,2.5,74.9
01/01/2012,31/01/2016,31/03/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,223.8,111.8,111.8,,7.2,9.0,157.5,1011.9,936.8,30.1,23.9,19.4,75.3,6.0,2.4,73.4
01/01/2012,31/01/2016,30/04/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,165.3,73.6,73.6,,5.6,12.0,232.2,1015.1,938.8,27.0,20.7,16.4,77.7,6.0,2.2,72.4
01/01/2012,31/01/2016,31/05/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,149.4,61.7,61.7,,6.6,14.0,138.8,1015.8,939.2,25.5,19.4,15.1,79.2,5.0,2.4,64.0
01/01/2012,31/01/2016,30/06/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,109.8,48.9,48.9,,7.1,15.0,247.0,1017.1,939.8,23.1,17.9,14.0,87.7,5.0,2.0,58.7
01/01/2012,31/01/2016,31/07/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,192.2,60.6,49.9,,3.9,5.0,10.6,1019.1,941.8,26.1,19.4,12.0,69.9,7.0,3.0,67.8
01/01/2012,31/01/2016,31/08/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,276.6,104.0,42.1,,4.8,4.0,3.7,1017.9,940.7,,,10.5,55.8,7.0,3.2,69.2
01/01/2012,31/01/2016,30/09/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,338.9,106.5,50.3,,5.6,6.0,39.4,1014.7,938.8,,,14.7,59.9,7.0,3.3,69.7
01/01/2012,31/01/2016,31/10/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,256.3,116.2,116.2,,6.7,12.0,312.9,1013.4,937.6,,,17.3,72.3,8.0,2.7,71.5
01/01/2012,31/01/2016,30/11/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,286.8,117.6,117.6,,6.1,9.0,207.0,1010.6,935.5,,,18.8,69.7,8.0,2.7,75.3
01/01/2012,31/01/2016,31/12/2013,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,255.4,124.1,107.7,,6.5,8.0,60.8,1008.4,934.2,,,21.0,71.2,8.0,2.2,77.0
01/01/2012,31/01/2016,31/01/2014,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,168.4,122.9,122.9,,6.5,4.0,173.1,1012.2,937.2,,,20.2,78.7,6.0,2.3,76.2
01/01/2012,31/01/2016,28/02/2014,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,219.7,106.9,106.9,,6.7,,198.5,1011.0,936.2,,,,73.7,7.0,2.4,73.5
01/01/2012,31/01/2016,31/03/2014,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,213.6,112.9,112.9,,6.5,,207.6,1012.4,937.2,,,,76.9,6.0,2.2,73.4
01/01/2012,31/01/2016,30/04/2014,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,168.5,103.1,100.2,,6.4,,77.8,1014.6,938.6,,,,79.8,7.0,2.6,71.0
01/01/2012,31/01/2016,31/05/2014,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,142.2,101.4,101.4,,6.3,,152.7,1016.3,939.3,,,,83.7,7.0,2.5,70.2
01/01/2012,31/01/2016,30/06/2014,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,152.0,95.4,94.3,,6.7,,80.2,1017.0,939.8,,,,82.1,7.0,2.8,67.0
01/01/2012,31/01/2016,31/07/2014,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,245.2,99.6,99.6,,5.0,,149.1,1019.6,941.8,,,,79.2,9.0,2.3,68.2
01/01/2012,31/01/2016,31/08/2014,Mensal,PONTA PORA,Desativada,83702,-22.5525,-55.71638888,668.0,5,228.6,104.0,76.5,,4.0,,19.4,1016.5,940.6,,,,70.4,6.0,2.3,72.8
