Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Direcao_Vento_Predominante_Mensal_graus,Evaporacao_Piche_Mensal_mm,Evapotranspiracao_Potencial_BH_Mensal_mm,Evapotranspiracao_Real_BH_Mensal_mm,Insolacao_Total_Mensal_horas,Nebulosidade_Media_Mensal_decimos,Numero_de_dias_com_precip_pluv_mensal,Precipitacao_total_mensal_mm,Pressao_atmosferica_nivel_mar_media_mensal_mB,Pressao_atmosferica_media_mensal_mB,Temperatura_maxima_media_mensal_Celsius,Temperatura_media_compensada_mensal_Celsius,Temperatura_minima_media_mensal_Celsius,Umidade_relativa_ar_media_mensal_percentual,VENTO_velocidade_MAXIMA_mensal_metros_seg,VENTO_velocidade_MEDIA_mensal_metros_seg,Visibilidade_media_mensal_codigo
01/01/2012,31/10/2024,31/01/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,14,258.2,134.3,54.3,295.9,3.2,5.0,20.6,1010.9,983.5,30.3,24.1,17.7,57.0,7.0,3.5,56.1
01/01/2012,31/10/2024,29/02/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,154.7,121.0,121.0,211.9,5.3,12.0,208.5,1010.1,982.7,29.2,24.3,20.0,72.2,7.0,2.4,51.5
01/01/2012,31/10/2024,31/03/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,32,134.5,96.7,96.7,262.4,4.0,8.0,93.8,1013.4,985.7,26.9,21.6,17.1,68.9,7.0,2.1,53.4
01/01/2012,31/10/2024,30/04/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,14,101.9,54.4,54.4,180.4,4.5,9.0,109.8,1015.1,986.9,21.9,16.9,13.1,75.7,7.0,2.0,50.7
01/01/2012,31/10/2024,31/05/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,96.2,49.3,43.8,226.1,4.1,3.0,14.2,1018.0,989.6,22.2,16.4,12.3,79.4,7.0,2.2,50.9
01/01/2012,31/10/2024,30/06/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,0,81.9,27.2,27.2,171.2,4.9,7.0,117.3,1017.4,988.5,17.6,12.4,8.7,78.2,7.0,2.4,50.6
01/01/2012,31/10/2024,31/07/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,0,86.8,17.4,17.4,203.4,3.9,7.0,69.1,1019.1,989.9,15.2,9.3,5.1,76.3,7.0,2.3,49.5
01/01/2012,31/10/2024,31/08/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,121.5,53.9,53.9,185.6,5.6,11.0,133.7,1018.7,990.3,21.9,16.7,12.9,77.3,7.0,3.6,50.3
01/01/2012,31/10/2024,30/09/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,118.2,50.6,50.6,178.5,5.8,10.0,146.6,1016.8,987.8,20.6,15.8,11.7,74.8,12.0,4.0,51.8
01/01/2012,31/10/2024,31/10/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,111.5,79.0,79.0,181.7,6.2,13.0,238.4,1012.1,984.1,23.4,18.9,14.7,76.8,7.0,3.2,49.4
01/01/2012,31/10/2024,30/11/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,187.3,101.8,95.4,275.7,4.1,6.0,63.8,1012.4,984.7,27.8,22.1,16.6,65.1,7.0,3.2,54.3
01/01/2012,31/10/2024,31/12/2012,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,182.1,135.1,135.1,250.3,5.0,10.0,197.4,1008.3,980.9,29.4,24.0,18.6,68.1,7.0,2.8,54.0
01/01/2012,31/10/2024,31/01/2013,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,158.5,119.2,119.2,283.7,4.1,7.0,175.8,1012.8,985.2,27.8,22.6,17.1,68.2,7.0,2.9,53.9
01/01/2012,31/10/2024,28/02/2013,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,120.4,98.7,98.7,224.9,5.3,11.0,119.8,1011.4,983.8,27.6,22.4,18.0,75.2,7.0,3.0,50.8
01/01/2012,31/10/2024,31/03/2013,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,14,123.8,78.6,71.6,244.0,4.5,5.0,38.7,1014.4,986.2,24.7,19.3,14.4,71.5,9.0,3.0,52.6
01/01/2012,31/10/2024,30/04/2013,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,5,108.4,60.1,60.1,229.3,3.5,5.0,129.6,1015.5,987.3,23.8,17.9,13.5,74.5,7.0,2.4,50.9
01/01/2012,31/10/2024,31/05/2013,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,32,65.0,36.8,36.8,142.6,6.0,12.0,156.0,1015.9,987.2,18.7,13.9,10.5,79.6,7.0,2.4,47.6
01/01/2012,31/10/2024,30/06/2013,Mensal,BAGE,Operante,83980,-31.30555555,-54.11944443,245.66,32,68.2,25.2,25.2,168.9,5.3,7.0,77.3,1017.2,988.3,17.0,11.9,8.2,82.1,7.0,2.1,48.8
