Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Direcao_Vento_Predominante_Mensal_graus,Evaporacao_Piche_Mensal_mm,Evapotranspiracao_Potencial_BH_Mensal_mm,Evapotranspiracao_Real_BH_Mensal_mm,Insolacao_Total_Mensal_horas,Nebulosidade_Media_Mensal_decimos,Numero_de_dias_com_precip_pluv_mensal,Precipitacao_total_mensal_mm,Pressao_atmosferica_nivel_mar_media_mensal_mB,Pressao_atmosferica_media_mensal_mB,Temperatura_maxima_media_mensal_Celsius,Temperatura_media_compensada_mensal_Celsius,Temperatura_minima_media_mensal_Celsius,Umidade_relativa_ar_media_mensal_percentual,VENTO_velocidade_MAXIMA_mensal_metros_seg,VENTO_velocidade_MEDIA_mensal_metros_seg,Visibilidade_media_mensal_codigo
01/01/2012,30/06/2014,31/01/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,169.2,107.9,235.1,5.2,15.0,107.9,1011.5,993.8,34.7,,,71.8,,,96.9
01/01/2012,30/06/2014,29/02/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,153.4,93.6,191.4,5.9,14.0,93.6,1013.0,995.1,34.1,,,74.9,,,96.9
01/01/2012,30/06/2014,31/03/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,157.3,110.8,238.1,4.5,11.0,110.8,1014.4,996.5,33.9,,,73.5,,,96.8
01/01/2012,30/06/2014,30/04/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,145.1,145.1,,4.4,9.0,182.1,1013.8,996.7,33.2,,,,,,96.5
01/01/2012,30/06/2014,31/05/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,144.0,95.3,,3.8,7.0,77.1,1017.0,999.6,30.6,,,,,,96.2
01/01/2012,30/06/2014,30/06/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,136.4,59.7,,4.1,7.0,48.5,1018.2,1000.1,29.4,,,,,,96.5
01/01/2012,30/06/2014,31/07/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,142.3,6.6,,3.2,1.0,0.6,1019.1,1001.0,28.7,,,,,,96.2
01/01/2012,30/06/2014,31/08/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,147.4,1.5,247.0,1.6,,0.0,1017.8,1000.5,33.8,,,,,,95.8
01/01/2012,30/06/2014,30/09/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,149.5,21.3,215.5,2.4,3.0,21.0,1015.1,997.7,36.9,,,,,,96.2
01/01/2012,30/06/2014,31/10/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,161.6,19.9,238.6,4.4,5.0,19.8,1011.8,994.1,37.2,,,59.0,,,96.8
01/01/2012,30/06/2014,30/11/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,162.3,162.3,212.4,5.9,15.0,224.7,1011.0,993.3,34.6,,,72.6,,,96.9
01/01/2012,30/06/2014,31/12/2012,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,170.6,164.2,286.7,4.6,7.0,155.4,1010.9,993.3,35.3,,,71.4,,,97.0
01/01/2012,30/06/2014,31/01/2013,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,169.2,169.2,259.6,4.7,11.0,204.7,1011.8,994.1,35.3,,,70.2,,,97.1
01/01/2012,30/06/2014,28/02/2013,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,148.1,120.7,172.2,5.7,14.0,74.1,1012.1,994.5,34.3,,,78.1,,,97.0
01/01/2012,30/06/2014,31/03/2013,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,157.6,157.6,185.7,4.1,10.0,179.0,1013.5,996.1,33.3,,,,,,96.7
01/01/2012,30/06/2014,30/04/2013,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,145.4,117.3,191.6,3.5,10.0,90.1,1015.2,997.5,32.4,,,,,,96.7
01/01/2012,30/06/2014,31/05/2013,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,144.2,76.9,185.4,4.9,7.0,55.2,1016.7,998.6,30.1,,,76.8,,,96.9
01/01/2012,30/06/2014,30/06/2013,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,136.4,80.3,130.8,5.7,8.0,73.2,1017.5,999.2,28.5,,,81.7,,,96.9
01/01/2012,30/06/2014,31/07/2013,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,142.2,15.7,,3.4,2.0,9.8,1019.3,1001.2,28.6,,,65.5,,,97.0
01/01/2012,30/06/2014,31/08/2013,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,147.2,4.2,,2.1,1.0,2.6,,,29.9,,,51.0,,,97.0
01/01/2012,30/06/2014,30/09/2013,Mensal,CORUMBA,Desativada,83552,-19.00461,-57.672338,131.07,,,149.3,37.4,,3.7,3.0,37.1,,,33.6,,,55.5,,,96.8
