Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Direcao_Vento_Predominante_Mensal_graus,Evaporacao_Piche_Mensal_mm,Evapotranspiracao_Potencial_BH_Mensal_mm,Evapotranspiracao_Real_BH_Mensal_mm,Insolacao_Total_Mensal_horas,Nebulosidade_Media_Mensal_decimos,Numero_de_dias_com_precip_pluv_mensal,Precipitacao_total_mensal_mm,Pressao_atmosferica_nivel_mar_media_mensal_mB,Pressao_atmosferica_media_mensal_mB,Temperatura_maxima_media_mensal_Celsius,Temperatura_media_compensada_mensal_Celsius,Temperatura_minima_media_mensal_Celsius,Umidade_relativa_ar_media_mensal_percentual,VENTO_velocidade_MAXIMA_mensal_metros_seg,VENTO_velocidade_MEDIA_mensal_metros_seg,Visibilidade_media_mensal_codigo
01/01/2012,31/10/2024,31/01/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,350.9,168.1,12.1,239.9,6.1,5.0,12.0,1011.3,987.7,34.2,27.9,23.8,71.8,8.3,4.2,46.9
01/01/2012,31/10/2024,29/02/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,285.5,137.9,110.4,191.7,6.9,12.0,110.4,1010.4,986.7,33.3,27.0,22.9,73.9,6.6,3.6,51.1
01/01/2012,31/10/2024,31/03/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,250.2,151.9,63.3,252.7,6.3,13.0,63.3,1012.0,985.9,33.6,27.3,23.4,69.0,7.3,3.6,50.3
01/01/2012,31/10/2024,30/04/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,264.5,159.7,66.1,231.6,6.3,8.0,66.2,1012.3,985.6,35.1,27.9,23.8,66.5,5.7,3.6,50.8
01/01/2012,31/10/2024,31/05/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,354.3,165.5,21.0,274.9,5.4,6.0,21.0,1013.0,986.4,34.9,28.0,23.6,65.2,6.6,3.8,50.0
01/01/2012,31/10/2024,30/06/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,300.8,147.0,25.5,237.9,5.3,2.0,25.5,1015.1,988.3,33.8,27.5,23.4,69.8,7.5,3.6,42.0
01/01/2012,31/10/2024,31/07/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,382.1,150.1,0.5,279.6,3.9,1.0,0.5,1014.7,987.9,34.1,27.5,22.8,68.0,7.0,3.9,46.2
01/01/2012,31/10/2024,31/08/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,423.7,159.9,2.1,307.8,3.5,3.0,2.1,1015.6,988.8,34.6,27.8,22.2,63.7,7.6,3.9,50.0
01/01/2012,31/10/2024,30/09/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,429.8,156.6,0.0,304.2,2.6,0.0,0.0,1014.9,988.3,35.1,27.7,22.4,65.0,7.5,5.2,50.0
01/01/2012,31/10/2024,31/10/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,437.4,168.2,0.3,308.4,3.3,2.0,0.3,1013.2,986.5,35.9,28.0,23.1,65.0,8.3,5.3,50.0
01/01/2012,31/10/2024,30/11/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,390.0,171.1,0.0,281.1,4.2,0.0,0.0,1012.4,985.8,36.2,28.3,23.5,60.5,8.3,4.9,50.4
01/01/2012,31/10/2024,31/12/2012,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,373.6,187.3,0.6,261.2,4.5,1.0,0.6,1012.1,985.5,35.9,28.7,24.4,60.4,8.3,4.7,50.0
01/01/2012,31/10/2024,31/01/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,403.6,194.2,3.7,227.9,6.3,3.0,3.7,1012.8,986.2,36.0,29.0,24.7,65.1,8.3,4.5,46.5
01/01/2012,31/10/2024,28/02/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,355.5,171.7,57.8,237.6,6.0,8.0,57.8,1012.2,985.7,35.6,28.8,24.4,60.1,8.3,4.4,50.0
01/01/2012,31/10/2024,31/03/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,328.0,176.2,43.2,227.1,6.5,13.0,43.2,1012.6,986.0,35.3,28.6,24.5,62.7,6.6,4.0,50.0
01/01/2012,31/10/2024,30/04/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,134.8,149.3,144.5,202.6,6.5,16.0,145.5,1013.2,986.5,34.0,27.5,23.5,74.5,7.3,3.0,50.0
01/01/2012,31/10/2024,31/05/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,134.2,129.2,93.4,235.1,6.6,5.0,93.4,1014.2,987.4,32.6,26.3,22.6,78.3,5.6,2.3,50.0
01/01/2012,31/10/2024,30/06/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,163.9,110.8,70.2,215.4,6.6,,70.2,1015.5,988.5,31.7,25.7,21.9,78.9,6.3,2.6,44.3
01/01/2012,31/10/2024,31/07/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,9.0,162.8,109.8,99.3,259.8,5.4,,99.5,1015.9,988.8,31.4,25.1,21.1,78.2,5.0,2.5,46.2
01/01/2012,31/10/2024,31/08/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,9.0,322.7,145.3,4.8,279.7,4.6,,4.8,1014.4,987.6,34.4,27.2,21.8,65.8,6.6,3.6,50.0
01/01/2012,31/10/2024,30/09/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,367.3,163.0,0.0,295.2,3.3,,0.0,1014.2,987.5,35.8,28.1,22.6,65.3,6.6,4.7,50.0
01/01/2012,31/10/2024,31/10/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,394.7,175.0,1.0,306.1,3.9,,1.0,1013.3,986.6,36.1,28.2,23.1,65.1,7.5,4.8,50.6
01/01/2012,31/10/2024,30/11/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,331.3,157.9,66.5,240.6,6.0,,66.5,1012.5,985.9,34.5,27.6,22.8,66.4,7.3,4.4,50.1
01/01/2012,31/10/2024,31/12/2013,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,334.5,170.7,18.0,268.5,4.9,,18.0,1012.4,985.9,35.3,28.0,23.0,65.9,7.3,4.3,50.0
01/01/2012,31/10/2024,31/01/2014,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,36.0,376.6,174.9,6.2,231.2,5.7,,6.2,1012.3,985.7,35.0,28.2,23.7,75.3,6.6,4.1,46.5
01/01/2012,31/10/2024,28/02/2014,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,9.0,266.8,142.6,46.6,188.0,7.3,,46.6,1011.7,985.1,33.9,27.4,23.2,76.6,6.6,3.7,49.3
01/01/2012,31/10/2024,31/03/2014,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,168.7,141.8,141.8,220.8,7.2,,152.6,1012.1,985.6,33.2,26.8,22.6,83.1,6.0,3.4,51.3
01/01/2012,31/10/2024,30/04/2014,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,200.3,135.6,73.0,203.4,6.5,,67.7,1011.9,985.1,32.8,26.8,23.0,85.3,7.0,3.0,49.9
01/01/2012,31/10/2024,31/05/2014,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,152.9,127.4,127.4,228.5,6.3,,130.9,1011.8,985.0,32.7,26.1,22.1,85.1,5.3,2.4,50.0
01/01/2012,31/10/2024,30/06/2014,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,9.0,349.8,133.5,28.8,252.5,4.7,,22.8,1012.6,985.8,32.8,26.7,22.4,80.9,9.1,2.8,41.6
01/01/2012,31/10/2024,31/07/2014,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,9.0,400.0,144.1,6.2,281.3,4.3,,4.0,1013.5,986.8,33.7,27.1,21.8,69.2,6.6,3.6,46.6
01/01/2012,31/10/2024,31/08/2014,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,5.0,402.6,164.2,0.6,305.0,3.4,,0.0,1012.0,985.4,34.9,28.0,22.5,61.3,6.6,4.0,50.0
01/01/2012,31/10/2024,30/09/2014,Mensal,QUIXERAMOBIM,Operante,82586,-5.17305554,-39.28722221,227.33,9.0,358.7,163.0,4.6,263.1,3.9,,4.5,1010.3,983.8,35.3,28.1,23.0,65.3,7.5,4.4,50.0
