Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Direcao_Vento_Predominante_Mensal_graus,Evaporacao_Piche_Mensal_mm,Evapotranspiracao_Potencial_BH_Mensal_mm,Evapotranspiracao_Real_BH_Mensal_mm,Insolacao_Total_Mensal_horas,Nebulosidade_Media_Mensal_decimos,Numero_de_dias_com_precip_pluv_mensal,Precipitacao_total_mensal_mm,Pressao_atmosferica_nivel_mar_media_mensal_mB,Pressao_atmosferica_media_mensal_mB,Temperatura_maxima_media_mensal_Celsius,Temperatura_media_compensada_mensal_Celsius,Temperatura_minima_media_mensal_Celsius,Umidade_relativa_ar_media_mensal_percentual,VENTO_velocidade_MAXIMA_mensal_metros_seg,VENTO_velocidade_MEDIA_mensal_metros_seg,Visibilidade_media_mensal_codigo
01/01/2012,29/01/2016,31/01/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,9,61.0,133.1,133.1,,8.4,21.0,576.5,,,30.9,26.5,24.0,90.9,5.0,1.3,38.3
01/01/2012,29/01/2016,29/02/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,73.0,128.9,128.9,,8.9,15.0,349.1,,,31.4,26.7,23.8,82.5,4.0,1.1,38.7
01/01/2012,29/01/2016,31/03/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,9,64.0,129.2,129.2,,8.7,21.0,255.8,,,31.8,26.7,23.6,81.4,3.0,1.1,36.8
01/01/2012,29/01/2016,30/04/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,71.0,159.8,159.8,,7.7,19.0,274.8,,,31.8,27.1,24.1,81.4,3.0,1.0,38.1
01/01/2012,29/01/2016,31/05/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,77.5,145.5,145.5,,6.4,19.0,168.0,,,31.9,27.3,24.4,80.2,3.0,1.1,40.6
01/01/2012,29/01/2016,30/06/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,90.6,149.9,135.4,,4.5,10.0,111.1,,,32.4,27.5,24.1,76.1,3.0,1.0,42.4
01/01/2012,29/01/2016,31/07/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,96.0,,,,5.3,11.0,105.6,,,32.1,27.3,23.9,76.6,2.0,1.0,42.9
01/01/2012,29/01/2016,31/08/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,118.0,164.6,163.9,,5.0,7.0,159.3,,,33.8,28.2,24.1,75.9,3.0,1.1,41.1
01/01/2012,29/01/2016,30/09/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,9,114.2,158.7,93.9,,5.4,6.0,58.8,,,34.4,28.5,24.8,70.6,3.0,1.2,40.3
01/01/2012,29/01/2016,31/10/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,110.8,178.9,138.1,,6.1,10.0,226.2,,,34.2,28.8,24.8,73.8,3.0,1.0,41.3
01/01/2012,29/01/2016,30/11/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,9,87.2,170.1,159.8,,7.0,10.0,165.2,,,33.6,28.4,24.5,76.1,2.0,1.0,41.5
01/01/2012,29/01/2016,31/12/2012,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,83.8,156.9,156.9,,7.7,17.0,285.3,,,32.8,27.3,23.7,79.8,4.0,1.2,37.8
01/01/2012,29/01/2016,31/01/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,85.1,162.9,162.9,,7.6,22.0,193.5,,,32.6,27.6,24.5,80.5,3.0,1.1,37.1
01/01/2012,29/01/2016,28/02/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,9,59.6,,,,8.3,23.0,314.1,,,32.6,27.1,23.8,79.3,7.5,1.2,37.6
01/01/2012,29/01/2016,31/03/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,9,83.0,162.6,162.6,,7.7,20.0,244.7,,,33.4,28.0,24.6,78.1,8.9,1.2,38.0
01/01/2012,29/01/2016,30/04/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,74.5,129.1,129.1,,7.9,20.0,372.3,,,32.3,27.7,24.6,81.2,3.0,1.1,37.7
01/01/2012,29/01/2016,31/05/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,67.0,145.6,145.6,,6.7,19.0,289.8,,,32.6,28.0,25.0,84.8,9.2,1.1,41.0
01/01/2012,29/01/2016,30/06/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,82.5,151.9,151.7,,6.4,13.0,147.6,,,32.7,28.0,24.5,78.8,2.0,1.0,41.4
01/01/2012,29/01/2016,31/07/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,18,94.1,143.2,112.6,,6.8,8.0,58.2,,,32.2,27.5,24.1,76.0,6.0,1.2,40.1
01/01/2012,29/01/2016,31/08/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,9,111.3,166.7,94.0,,6.4,7.0,68.6,,,33.2,28.2,24.7,72.6,5.0,1.1,41.7
01/01/2012,29/01/2016,30/09/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,116.0,180.3,146.5,,6.2,10.0,141.6,,,33.8,28.7,25.0,72.0,5.0,1.1,41.6
01/01/2012,29/01/2016,31/10/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,111.4,176.5,176.5,,6.1,14.0,197.7,,,33.8,28.2,24.1,74.1,3.0,1.0,40.0
01/01/2012,29/01/2016,30/11/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,79.7,155.3,155.3,,8.1,18.0,232.3,,,32.3,27.6,24.4,76.5,5.0,1.1,38.2
01/01/2012,29/01/2016,31/12/2013,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,97.0,171.9,171.0,,7.8,18.0,163.9,,,33.2,28.2,25.1,76.3,5.0,1.2,36.7
01/01/2012,29/01/2016,31/01/2014,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,78.3,160.8,160.8,,8.2,3.0,196.8,,,32.2,27.6,24.4,77.0,4.0,1.2,38.0
01/01/2012,29/01/2016,28/02/2014,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,56.5,136.8,136.8,,8.6,,253.3,,,31.9,27.1,24.2,80.9,10.3,1.3,37.0
01/01/2012,29/01/2016,31/03/2014,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,14,77.1,154.2,154.1,,8.6,,142.4,,,32.0,27.4,24.4,79.2,6.0,1.2,35.8
01/01/2012,29/01/2016,30/04/2014,Mensal,COARI,Desativada,82425,-4.08527777,-63.14527777,34.18,18,74.2,159.9,159.9,,8.7,,212.8,,,33.0,27.9,25.0,77.3,14.0,1.3,37.9
