Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Direcao_Vento_Predominante_Mensal_graus,Evaporacao_Piche_Mensal_mm,Evapotranspiracao_Potencial_BH_Mensal_mm,Evapotranspiracao_Real_BH_Mensal_mm,Insolacao_Total_Mensal_horas,Nebulosidade_Media_Mensal_decimos,Numero_de_dias_com_precip_pluv_mensal,Precipitacao_total_mensal_mm,Pressao_atmosferica_nivel_mar_media_mensal_mB,Pressao_atmosferica_media_mensal_mB,Temperatura_maxima_media_mensal_Celsius,Temperatura_media_compensada_mensal_Celsius,Temperatura_minima_media_mensal_Celsius,Umidade_relativa_ar_media_mensal_percentual,VENTO_velocidade_MAXIMA_mensal_metros_seg,VENTO_velocidade_MEDIA_mensal_metros_seg,Visibilidade_media_mensal_codigo
01/01/2012,31/10/2024,31/01/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,36.0,87.3,96.3,96.3,130.8,8.4,23.0,494.6,1011.9,901.0,27.6,21.4,17.9,81.3,5.0,1.7,70.4
01/01/2012,31/10/2024,29/02/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,5.0,185.7,106.8,106.8,233.0,6.3,8.0,105.8,1011.4,901.5,30.6,23.6,18.9,65.6,6.0,1.9,72.0
01/01/2012,31/10/2024,31/03/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,5.0,163.7,101.5,101.5,197.1,6.7,15.0,128.4,1012.0,901.7,30.0,22.7,18.5,71.6,5.0,1.8,68.0
01/01/2012,31/10/2024,30/04/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,36.0,128.0,89.1,89.1,217.0,6.1,12.0,107.0,1012.0,901.6,29.6,22.5,17.9,74.4,6.0,1.6,70.2
01/01/2012,31/10/2024,31/05/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,14.0,133.7,58.1,57.9,213.1,5.6,5.0,51.7,1016.8,904.2,24.2,18.5,14.3,70.5,6.6,2.1,70.5
01/01/2012,31/10/2024,30/06/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,32.0,127.9,60.3,60.3,233.7,4.8,6.0,83.6,1016.9,904.8,25.6,19.5,15.4,70.1,4.6,1.5,71.8
01/01/2012,31/10/2024,31/07/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,32.0,211.7,60.8,47.3,266.9,3.4,3.0,3.9,1017.5,905.2,25.8,18.9,14.4,56.3,5.0,1.7,71.4
01/01/2012,31/10/2024,31/08/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,32.0,300.6,65.3,27.1,291.6,3.0,0.0,0.0,1019.8,907.2,26.1,19.2,14.2,53.0,8.3,2.8,71.9
01/01/2012,31/10/2024,30/09/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,9.0,297.0,95.5,49.1,245.9,4.0,5.0,35.9,1014.7,904.4,30.4,22.7,17.1,49.5,8.3,2.4,67.3
01/01/2012,31/10/2024,31/10/2012,Mensal,ARAXA,Operante,83579,-19.60555555,-46.94972221,1018.28,9.0,305.4,118.8,95.2,251.9,5.4,7.0,91.3,1010.8,901.5,31.4,24.2,18.8,54.9,5.8,2.1,71.8
