Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Direcao_Vento_Predominante_Mensal_graus,Evaporacao_Piche_Mensal_mm,Evapotranspiracao_Potencial_BH_Mensal_mm,Evapotranspiracao_Real_BH_Mensal_mm,Insolacao_Total_Mensal_horas,Nebulosidade_Media_Mensal_decimos,Numero_de_dias_com_precip_pluv_mensal,Precipitacao_total_mensal_mm,Pressao_atmosferica_nivel_mar_media_mensal_mB,Pressao_atmosferica_media_mensal_mB,Temperatura_maxima_media_mensal_Celsius,Temperatura_media_compensada_mensal_Celsius,Temperatura_minima_media_mensal_Celsius,Umidade_relativa_ar_media_mensal_percentual,VENTO_velocidade_MAXIMA_mensal_metros_seg,VENTO_velocidade_MEDIA_mensal_metros_seg,Visibilidade_media_mensal_codigo
01/01/2012,31/10/2024,31/01/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,18.0,42.6,131.1,131.1,102.7,7.9,26.0,222.4,1007.7,999.2,31.3,26.0,22.5,86.5,3.0,1.5,54.0
01/01/2012,31/10/2024,29/02/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,18.0,37.6,113.9,113.9,133.6,7.9,27.0,288.9,1007.6,999.2,30.9,25.5,21.4,87.9,3.0,1.6,56.0
01/01/2012,31/10/2024,31/03/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,27.0,41.7,127.8,127.8,168.0,8.4,28.0,521.8,1008.1,999.6,31.8,26.0,22.0,87.1,3.0,1.8,57.2
01/01/2012,31/10/2024,30/04/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,18.0,41.6,135.0,135.0,185.3,7.3,22.0,194.9,1007.8,999.4,32.1,26.6,22.7,86.3,3.0,1.8,59.1
01/01/2012,31/10/2024,31/05/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,18.0,50.0,144.2,144.2,236.2,6.0,21.0,162.6,1008.5,999.9,32.9,26.9,22.7,85.9,3.0,1.5,60.5
01/01/2012,31/10/2024,30/06/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,18.0,53.6,137.3,112.1,238.7,5.2,11.0,57.0,1009.9,1001.4,33.0,26.9,22.4,83.6,4.0,1.4,60.6
01/01/2012,31/10/2024,31/07/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,18.0,66.7,149.8,64.1,236.7,4.8,10.0,33.3,1009.3,1000.9,33.9,27.2,22.1,79.8,3.0,1.4,62.5
01/01/2012,31/10/2024,31/08/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,18.0,89.6,164.9,21.8,271.7,4.5,5.0,10.8,1009.4,1000.9,35.3,28.0,22.1,73.5,4.0,1.5,63.2
01/01/2012,31/10/2024,30/09/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,0.0,80.0,167.0,31.0,241.4,5.0,5.0,28.8,1009.3,1000.9,35.3,28.3,22.8,74.1,5.0,1.6,58.8
01/01/2012,31/10/2024,31/10/2012,Mensal,ALTAMIRA,Operante,82353,-3.21416666,-52.21305555,101.51,18.0,78.0,173.9,128.1,235.1,5.4,5.0,127.8,1006.9,998.5,34.5,28.2,22.8,73.6,8.0,1.9,59.9
