Data,Último,Abertura,Máxima,Mínima,Bolsa,Moeda,Ano,Mes,Trimestre,Semestre,Dia_Semana,Dia_Util,Data_Vencimento,Safra,Dias_Ate_Vencimento,Periodo_Contrato,Epoca_Safra,Ultimo,Maxima,Minima,Variacao,Mes_Vencimento,Ano_Vencimento,Media_Movel_5d,Media_Movel_21d,Volatilidade_21d,Volume_Normalizado
2018-07-01,"406,75",389.25,"409,25","369,25",CME,USD,2018,7,3,2,Sunday,Não,2025-09-01,2017/2018,2619,Longo,Colheita,406.75,409.25,369.25,4.83,Set,2025,392.95,398.29761904761904,6.400471560008376,
2018-07-01,"406,25",395.25,"408,25","375,50",CME,USD,2018,7,3,2,Sunday,Não,2025-12-01,2017/2018,2710,Longo,Colheita,406.25,408.25,375.5,3.04,Dez,2025,399.75,397.2738095238095,6.448725160097618,
2018-07-01,"408,25",389.5,"410,00","379,00",CME,USD,2018,7,3,2,Sunday,Não,2026-03-01,2017/2018,2800,Longo,Colheita,408.25,410.0,379.0,4.81,Mar,2026,404.1,396.1547619047619,6.56199599425139,
2018-08-01,"40,57",41.08,"42,86","40,25",B3,BRL,2018,8,3,2,Wednesday,Sim,2025-01-01,2017/2018,2345,Longo,Colheita,40.57,42.86,40.25,-1.29,Jan,2025,41.548,38.6452380952381,9.013899452142418,
2018-08-01,"42,75",42.92,"44,25","42,28",B3,BRL,2018,8,3,2,Wednesday,Sim,2025-03-01,2017/2018,2404,Longo,Colheita,42.75,44.25,42.28,-0.44,Mar,2025,42.268,39.11857142857143,8.897887737574365,
2018-08-01,"43,81",43.8,"45,00","43,19",B3,BRL,2018,8,3,2,Wednesday,Sim,2025-05-01,2017/2018,2465,Longo,Colheita,43.81,45.0,43.19,-0.39,Mai,2025,42.81,39.66904761904762,8.737424296286257,
2018-08-01,"351,00",372.0,"373,75","340,25",CFD,USD,2018,8,3,2,Wednesday,Sim,2024-12-01,2017/2018,2314,Longo,Colheita,351.0,373.75,340.25,-5.71,Dez,2024,372.0,363.5,4.283845957836973,
2018-08-01,"351,00",372.0,"373,75","340,25",CME,USD,2018,8,3,2,Wednesday,Sim,2025-03-01,2017/2018,2404,Longo,Colheita,351.0,373.75,340.25,-5.71,Mar,2025,394.9,394.10714285714283,6.623293850386777,
2018-08-01,"365,00",386.25,"388,00","355,25",CME,USD,2018,8,3,2,Wednesday,Sim,2025-03-01,2017/2018,2404,Longo,Colheita,365.0,388.0,355.25,-5.56,Mar,2025,387.45,392.2857142857143,6.662367554298644,
2018-08-01,"377,25",396.5,"398,75","368,00",CME,USD,2018,8,3,2,Wednesday,Sim,2025-05-01,2017/2018,2465,Longo,Colheita,377.25,398.75,368.0,-4.97,Mai,2025,381.55,390.54761904761904,6.652022499460838,
2018-08-01,"384,75",402.0,"404,75","375,50",CME,USD,2018,8,3,2,Wednesday,Sim,2025-07-01,2017/2018,2526,Longo,Colheita,384.75,404.75,375.5,-4.35,Jul,2025,377.25,388.75,6.61494264453412,
2018-08-01,"390,50",406.5,"410,50","381,50",CME,USD,2018,8,3,2,Wednesday,Sim,2025-09-01,2017/2018,2588,Longo,Colheita,390.5,410.5,381.5,-4.0,Set,2025,373.7,386.98809523809524,6.579159774115021,
2018-08-01,"391,00",406.0,"410,75","383,50",CME,USD,2018,8,3,2,Wednesday,Sim,2025-12-01,2017/2018,2679,Longo,Colheita,391.0,410.75,383.5,-3.75,Dez,2025,381.7,385.04761904761904,6.532300768743982,
2018-08-01,"394,75",408.0,"413,75","388,00",CME,USD,2018,8,3,2,Wednesday,Sim,2026-03-01,2017/2018,2769,Longo,Colheita,394.75,413.75,388.0,-3.31,Mar,2026,387.65,384.1666666666667,6.524935613621381,
2018-09-01,"39,82",40.6,"41,05","39,25",B3,BRL,2018,9,3,2,Saturday,Não,2025-01-01,2018/2019,2314,Longo,Comercialização,39.82,41.05,39.25,-1.85,Jan,2025,42.186,39.69380952380953,8.127577920705708,
2018-09-01,"40,90",43.19,"43,72","40,10",B3,BRL,2018,9,3,2,Saturday,Não,2025-03-01,2018/2019,2373,Longo,Comercialização,40.9,43.72,40.1,-4.33,Mar,2025,41.57,39.878095238095234,7.962747731064415,
2018-09-01,"39,80",43.85,"44,69","39,60",B3,BRL,2018,9,3,2,Saturday,Não,2025-05-01,2018/2019,2434,Longo,Comercialização,39.8,44.69,39.6,-9.15,Mai,2025,41.416,40.08142857142857,8.12402310610768,
2018-09-01,"356,25",351.5,"366,75","337,00",CFD,USD,2018,9,3,2,Saturday,Não,2024-12-01,2018/2019,2283,Longo,Comercialização,356.25,366.75,337.0,1.5,Dez,2024,364.75,363.70238095238096,4.18368554768457,
2018-09-01,"356,25",351.5,"366,75","337,00",CME,USD,2018,9,3,2,Saturday,Não,2025-03-01,2018/2019,2373,Longo,Comercialização,356.25,366.75,337.0,1.5,Mar,2025,383.45,384.45238095238096,6.296998075424879,
2018-09-01,"368,00",365.5,"378,25","348,75",CME,USD,2018,9,3,2,Saturday,Não,2025-03-01,2018/2019,2373,Longo,Comercialização,368.0,378.25,348.75,0.82,Mar,2025,380.1,384.85714285714283,6.001669450284316,
2018-09-01,"375,75",377.75,"386,00","361,75",CME,USD,2018,9,3,2,Saturday,Não,2025-05-01,2018/2019,2434,Longo,Comercialização,375.75,386.0,361.75,-0.4,Mai,2025,377.15,385.07142857142856,5.667987843183509,
2018-09-01,"381,25",384.75,"391,25","370,00",CME,USD,2018,9,3,2,Saturday,Não,2025-07-01,2018/2019,2495,Longo,Comercialização,381.25,391.25,370.0,-0.91,Jul,2025,375.2,385.07142857142856,5.314140883843143,
2018-09-01,"385,00",391.5,"394,25","375,75",CME,USD,2018,9,3,2,Saturday,Não,2025-09-01,2018/2019,2557,Longo,Comercialização,385.0,394.25,375.75,-1.41,Set,2025,373.25,384.92857142857144,4.94963077026,
2018-09-01,"391,25",392.0,"399,50","380,50",CME,USD,2018,9,3,2,Saturday,Não,2025-12-01,2018/2019,2648,Longo,Comercialização,391.25,399.5,380.5,0.06,Dez,2025,380.25,384.7857142857143,4.566874725882526,
2018-09-01,"401,25",395.0,"409,00","386,75",CME,USD,2018,9,3,2,Saturday,Não,2026-03-01,2018/2019,2738,Longo,Comercialização,401.25,409.0,386.75,1.65,Mar,2026,386.9,385.3452380952381,4.37805697280685,
2018-10-01,"35,40",39.87,"40,39","34,20",B3,BRL,2018,10,4,2,Monday,Sim,2025-01-01,2018/2019,2284,Longo,Comercialização,35.4,40.39,34.2,-11.1,Jan,2025,39.946,39.977619047619044,8.48702017368708,
2018-10-01,"36,74",40.91,"41,17","34,84",B3,BRL,2018,10,4,2,Monday,Sim,2025-03-01,2018/2019,2343,Longo,Comercialização,36.74,41.17,34.84,-10.17,Mar,2025,38.532,39.99380952380952,8.820110813470816,
2018-10-01,"36,70",39.78,"39,90","35,00",B3,BRL,2018,10,4,2,Monday,Sim,2025-05-01,2018/2019,2404,Longo,Comercialização,36.7,39.9,35.0,-7.79,Mai,2025,37.908,40.09619047619047,8.984665269224005,
2018-10-01,"363,25",356.75,"378,50","356,50",CFD,USD,2018,10,4,2,Monday,Sim,2024-12-01,2018/2019,2253,Longo,Comercialização,363.25,378.5,356.5,1.96,Dez,2024,358.6,363.8690476190476,4.178111899844119,
2018-10-01,"363,25",356.75,"378,50","356,50",CME,USD,2018,10,4,2,Monday,Sim,2025-03-01,2018/2019,2343,Longo,Comercialização,363.25,378.5,356.5,1.96,Mar,2025,384.4,384.9166666666667,4.185643490381289,
2018-10-01,"375,75",368.5,"390,50","368,50",CME,USD,2018,10,4,2,Monday,Sim,2025-03-01,2018/2019,2343,Longo,Comercialização,375.75,390.5,368.5,2.11,Mar,2025,383.3,384.4047619047619,3.8681165590356175,
2018-10-01,"383,75",376.5,"397,25","376,50",CME,USD,2018,10,4,2,Monday,Sim,2025-05-01,2018/2019,2404,Longo,Comercialização,383.75,397.25,376.5,2.13,Mai,2025,383.05,383.7738095238095,3.5636769400905535,
2018-10-01,"389,75",381.75,"402,25","381,75",CME,USD,2018,10,4,2,Monday,Sim,2025-07-01,2018/2019,2465,Longo,Comercialização,389.75,402.25,381.75,2.23,Jul,2025,382.75,383.17857142857144,3.363314549949885,
2018-10-01,"391,50",386.25,"403,25","385,75",CME,USD,2018,10,4,2,Monday,Sim,2025-09-01,2018/2019,2527,Longo,Comercialização,391.5,403.25,385.75,1.69,Set,2025,380.8,382.45238095238096,3.1822569110018266,
2018-10-01,"397,75",392.0,"407,75","392,00",CME,USD,2018,10,4,2,Monday,Sim,2025-12-01,2018/2019,2618,Longo,Comercialização,397.75,407.75,392.0,1.66,Dez,2025,387.7,382.04761904761904,3.1171519357381396,
2018-10-01,"406,75",403.25,"416,25","403,25",CME,USD,2018,10,4,2,Monday,Sim,2026-03-01,2018/2019,2708,Longo,Comercialização,406.75,416.25,403.25,1.37,Mar,2026,393.9,381.9761904761905,2.898320696048438,
2018-11-01,"36,79",35.39,"39,14","34,95",B3,BRL,2018,11,4,2,Thursday,Sim,2025-01-01,2018/2019,2253,Longo,Entressafra,36.79,39.14,34.95,3.93,Jan,2025,37.086,39.939047619047614,8.908736108316326,
2018-11-01,"36,90",36.81,"39,25","36,55",B3,BRL,2018,11,4,2,Thursday,Sim,2025-03-01,2018/2019,2312,Longo,Entressafra,36.9,39.25,36.55,0.44,Mar,2025,36.506,39.80619047619048,8.681604964630953,
2018-11-01,"35,22",36.78,"38,85","35,01",B3,BRL,2018,11,4,2,Thursday,Sim,2025-05-01,2018/2019,2373,Longo,Entressafra,35.22,38.85,35.01,-4.03,Mai,2025,36.47,39.62571428571429,8.184040043192084,
2018-11-01,"366,50",363.25,"379,00","355,25",CFD,USD,2018,11,4,2,Thursday,Sim,2024-12-01,2018/2019,2222,Longo,Entressafra,366.5,379.0,355.25,0.89,Dez,2024,361.85,363.85714285714283,4.161424778903996,
2018-11-01,"366,50",363.25,"379,00","355,25",CME,USD,2018,11,4,2,Thursday,Sim,2025-03-01,2018/2019,2312,Longo,Entressafra,366.5,379.0,355.25,0.89,Mar,2025,390.45,382.7142857142857,2.691877730188642,
2018-11-01,"377,75",375.75,"390,00","367,25",CME,USD,2018,11,4,2,Thursday,Sim,2025-03-01,2018/2019,2312,Longo,Entressafra,377.75,390.0,367.25,0.53,Mar,2025,388.05,383.32142857142856,2.435852153618021,
2018-11-01,"385,00",383.75,"397,75","375,00",CME,USD,2018,11,4,2,Thursday,Sim,2025-05-01,2018/2019,2373,Longo,Entressafra,385.0,397.75,375.0,0.33,Mai,2025,386.75,383.6904761904762,2.179556420576449,
2018-11-01,"391,50",389.5,"403,25","382,00",CME,USD,2018,11,4,2,Thursday,Sim,2025-07-01,2018/2019,2434,Longo,Entressafra,391.5,403.25,382.0,0.45,Jul,2025,385.5,384.01190476190476,1.934250070009864,
2018-11-01,"394,00",391.75,"403,25","385,50",CME,USD,2018,11,4,2,Thursday,Sim,2025-09-01,2018/2019,2496,Longo,Entressafra,394.0,403.25,385.5,0.64,Set,2025,382.95,384.17857142857144,1.6693738489681915,
2018-11-01,"399,75",398.0,"406,75","391,25",CME,USD,2018,11,4,2,Thursday,Sim,2025-12-01,2018/2019,2587,Longo,Entressafra,399.75,406.75,391.25,0.5,Dez,2025,389.6,384.5952380952381,1.3586537454406196,
2018-11-01,"408,75",406.75,"415,00","401,50",CME,USD,2018,11,4,2,Thursday,Sim,2026-03-01,2018/2019,2677,Longo,Entressafra,408.75,415.0,401.5,0.49,Mar,2026,395.8,385.26190476190476,1.0067566973300295,
2018-12-01,"39,50",36.96,"39,90","36,70",B3,BRL,2018,12,4,2,Saturday,Não,2025-01-01,2018/2019,2223,Longo,Entressafra,39.5,39.9,36.7,7.37,Jan,2025,37.022,39.451428571428565,8.169074552702961,
2018-12-01,"39,65",37.0,"39,90","36,87",B3,BRL,2018,12,4,2,Saturday,Não,2025-03-01,2018/2019,2282,Longo,Entressafra,39.65,39.9,36.87,7.45,Mar,2025,37.612,39.41238095238096,8.351857278474055,
2018-12-01,"37,70",35.11,"38,58","35,11",B3,BRL,2018,12,4,2,Saturday,Não,2025-05-01,2018/2019,2343,Longo,Entressafra,37.7,38.58,35.11,7.04,Mai,2025,37.794,39.22047619047619,8.355072311675906,
2018-12-01,"375,00",372.75,"386,50","369,25",CFD,USD,2018,12,4,2,Saturday,Não,2024-12-01,2018/2019,2192,Longo,Entressafra,375.0,386.5,369.25,2.32,Dez,2024,362.4,364.3690476190476,4.185386026458751,
2018-12-01,"375,00",372.75,"386,50","369,25",CME,USD,2018,12,4,2,Saturday,Não,2025-03-01,2018/2019,2282,Longo,Entressafra,375.0,386.5,369.25,2.32,Mar,2025,393.8,386.1547619047619,1.0474540562715964,
2018-12-01,"383,00",383.5,"394,00","380,00",CME,USD,2018,12,4,2,Saturday,Não,2025-03-01,2018/2019,2282,Longo,Entressafra,383.0,394.0,380.0,1.39,Mar,2025,392.1,386.8690476190476,1.0523789377269237,
2018-12-01,"390,75",390.0,"400,50","387,00",CME,USD,2018,12,4,2,Saturday,Não,2025-05-01,2018/2019,2343,Longo,Entressafra,390.75,400.5,387.0,1.49,Mai,2025,391.45,387.5833333333333,1.0123642766174867,
2018-12-01,"393,50",397.0,"401,50","390,00",CME,USD,2018,12,4,2,Saturday,Não,2025-07-01,2018/2019,2404,Longo,Entressafra,393.5,401.5,390.0,0.51,Jul,2025,390.2,388.1666666666667,0.9196880941253988,
2018-12-01,"397,50",399.5,"405,00","394,50",CME,USD,2018,12,4,2,Saturday,Não,2025-09-01,2018/2019,2466,Longo,Entressafra,397.5,405.0,394.5,0.89,Set,2025,387.95,388.76190476190476,0.7222435283791266,
2018-12-01,"407,00",404.0,"413,50","399,25",CME,USD,2018,12,4,2,Saturday,Não,2025-12-01,2018/2019,2557,Longo,Entressafra,407.0,413.5,399.25,1.81,Dez,2025,394.35,389.51190476190476,0.6835342329531583,
2018-12-01,"412,75",412.5,"419,00","408,50",CME,USD,2018,12,4,2,Saturday,Não,2026-03-01,2018/2019,2647,Longo,Entressafra,412.75,419.0,408.5,0.98,Mar,2026,400.3,390.0595238095238,0.6814071574950835,
2019-01-01,"40,96",39.58,"41,28","38,25",B3,BRL,2019,1,1,1,Tuesday,Sim,2025-01-01,2018/2019,2192,Longo,Entressafra,40.96,41.28,38.25,3.7,Jan,2025,38.606,39.40904761904762,7.793537646513237,
2019-01-01,"39,04",39.5,"40,30","37,13",B3,BRL,2019,1,1,1,Tuesday,Sim,2025-03-01,2018/2019,2251,Longo,Entressafra,39.04,40.3,37.13,-1.54,Mar,2025,39.370000000000005,39.49619047619048,7.575298988284541,
2019-01-01,"35,24",37.78,"38,00","36,74",B3,BRL,2019,1,1,1,Tuesday,Sim,2025-05-01,2018/2019,2312,Longo,Entressafra,35.24,38.0,36.74,-6.53,Mai,2025,38.518,39.31,7.591098170131346,
2019-01-01,"376,50",375.25,"384,50","371,00",CFD,USD,2019,1,1,1,Tuesday,Sim,2024-12-01,2018/2019,2161,Longo,Entressafra,376.5,384.5,371.0,0.4,Dez,2024,367.5,365.25,4.161632578001774,
2019-01-01,"376,50",375.25,"384,50","371,00",CME,USD,2019,1,1,1,Tuesday,Sim,2025-03-01,2018/2019,2251,Longo,Entressafra,376.5,384.5,371.0,0.4,Mar,2025,397.45,390.6904761904762,0.6858081780955033,
2019-01-01,"385,25",383.0,"392,25","379,75",CME,USD,2019,1,1,1,Tuesday,Sim,2025-03-01,2018/2019,2251,Longo,Entressafra,385.25,392.25,379.75,0.59,Mar,2025,395.8,391.14285714285717,0.6627284871037801,
2019-01-01,"392,75",390.75,"399,50","387,50",CME,USD,2019,1,1,1,Tuesday,Sim,2025-05-01,2018/2019,2312,Longo,Entressafra,392.75,399.5,387.5,0.51,Mai,2025,394.85,391.57142857142856,0.6314952022589001,
2019-01-01,"395,50",393.5,"401,25","391,50",CME,USD,2019,1,1,1,Tuesday,Sim,2025-07-01,2018/2019,2373,Longo,Entressafra,395.5,401.25,391.5,0.51,Jul,2025,392.55,391.8452380952381,0.5775725062707018,
2019-01-01,"400,00",397.5,"406,00","396,25",CME,USD,2019,1,1,1,Tuesday,Sim,2025-09-01,2018/2019,2435,Longo,Entressafra,400.0,406.0,396.25,0.63,Set,2025,390.0,392.25,0.5555670633727151,
2019-01-01,"409,25",405.75,"414,75","405,50",CME,USD,2019,1,1,1,Tuesday,Sim,2025-12-01,2018/2019,2526,Longo,Entressafra,409.25,414.75,405.5,0.55,Dez,2025,396.55,392.79761904761904,0.5318959798054077,
2019-01-01,"415,00",412.0,"419,50","411,25",CME,USD,2019,1,1,1,Tuesday,Sim,2026-03-01,2018/2019,2616,Longo,Entressafra,415.0,419.5,411.25,0.55,Mar,2026,402.5,393.1904761904762,0.5215544531675187,
2019-02-01,"42,41",40.91,"42,64","40,25",B3,BRL,2019,2,1,1,Friday,Sim,2025-01-01,2018/2019,2161,Longo,Entressafra,42.41,42.64,40.25,3.54,Jan,2025,39.07,39.37238095238095,7.234759481966543,
2019-02-01,"39,40",39.0,"40,20","38,10",B3,BRL,2019,2,1,1,Friday,Sim,2025-03-01,2018/2019,2220,Longo,Entressafra,39.4,40.2,38.1,0.92,Mar,2025,39.41,39.203809523809525,6.340830049314186,
2019-02-01,"35,80",35.85,"36,25","35,40",B3,BRL,2019,2,1,1,Friday,Sim,2025-05-01,2018/2019,2281,Longo,Entressafra,35.8,36.25,35.4,1.59,Mai,2025,38.378,38.81428571428572,5.642292003044426,
2019-02-01,"362,00",376.5,"381,75","361,25",CFD,USD,2019,2,1,1,Friday,Sim,2024-12-01,2018/2019,2130,Longo,Entressafra,362.0,381.75,361.25,-3.85,Dez,2024,368.65,364.7738095238095,4.171964137178644,
2019-02-01,"362,00",376.5,"381,75","361,25",CME,USD,2019,2,1,1,Friday,Sim,2025-03-01,2018/2019,2220,Longo,Entressafra,362.0,381.75,361.25,-3.85,Mar,2025,396.35,392.9761904761905,1.1414272602649789,
2019-02-01,"370,75",385.25,"389,75","370,00",CME,USD,2019,2,1,1,Friday,Sim,2025-03-01,2018/2019,2220,Longo,Entressafra,370.75,389.75,370.0,-3.76,Mar,2025,391.4,392.64285714285717,1.4837483100643707,
2019-02-01,"379,50",393.0,"397,25","378,75",CME,USD,2019,2,1,1,Friday,Sim,2025-05-01,2018/2019,2281,Longo,Entressafra,379.5,397.25,378.75,-3.37,Mai,2025,387.3,392.3809523809524,1.6944122453354402,
2019-02-01,"385,25",395.5,"399,50","384,50",CME,USD,2019,2,1,1,Friday,Sim,2025-07-01,2018/2019,2342,Longo,Entressafra,385.25,399.5,384.5,-2.59,Jul,2025,382.5,392.0833333333333,1.7987616110349827,
2019-02-01,"392,00",400.25,"404,25","391,25",CME,USD,2019,2,1,1,Friday,Sim,2025-09-01,2018/2019,2404,Longo,Entressafra,392.0,404.25,391.25,-2.0,Set,2025,377.9,391.98809523809524,1.8475467646635855,
2019-02-01,"402,75",409.5,"413,75","402,00",CME,USD,2019,2,1,1,Friday,Sim,2025-12-01,2018/2019,2495,Longo,Entressafra,402.75,413.75,402.0,-1.59,Dez,2025,386.05,392.1309523809524,1.8714974905520694,
2019-02-01,"408,00",415.5,"419,50","407,50",CME,USD,2019,2,1,1,Friday,Sim,2026-03-01,2018/2019,2585,Longo,Entressafra,408.0,419.5,407.5,-1.69,Mar,2026,393.5,392.0952380952381,1.8934727480528692,
2019-03-01,"36,50",42.54,"42,68","35,50",B3,BRL,2019,3,1,1,Friday,Sim,2025-01-01,2018/2019,2133,Longo,Plantio,36.5,42.68,35.5,-13.94,Jan,2025,37.86999999999999,38.62047619047619,6.3027168744915105,
2019-03-01,"33,81",39.5,"39,65","33,05",B3,BRL,2019,3,1,1,Friday,Sim,2025-03-01,2018/2019,2192,Longo,Plantio,33.81,39.65,33.05,-14.19,Mar,2025,37.584,38.194761904761904,6.8572746911930125,
2019-03-01,"34,22",35.9,"35,90","33,30",B3,BRL,2019,3,1,1,Friday,Sim,2025-05-01,2018/2019,2253,Longo,Plantio,34.22,35.9,33.3,-4.41,Mai,2025,35.946000000000005,37.73809523809524,6.856381316839431,
2019-03-01,"356,50",361.75,"380,75","352,75",CFD,USD,2019,3,1,1,Friday,Sim,2024-12-01,2018/2019,2102,Longo,Plantio,356.5,380.75,352.75,-1.52,Dez,2024,367.3,364.10714285714283,4.18388711948248,
2019-03-01,"356,50",361.75,"380,75","352,75",CME,USD,2019,3,1,1,Friday,Sim,2025-03-01,2018/2019,2192,Longo,Plantio,356.5,380.75,352.75,-1.52,Mar,2025,388.9,391.2142857142857,1.8143693644007635,
2019-03-01,"366,25",370.75,"390,00","361,00",CME,USD,2019,3,1,1,Friday,Sim,2025-03-01,2018/2019,2192,Longo,Plantio,366.25,390.0,361.0,-1.21,Mar,2025,385.1,390.4166666666667,1.7703330329683422,
2019-03-01,"375,00",379.25,"396,00","371,00",CME,USD,2019,3,1,1,Friday,Sim,2025-05-01,2018/2019,2253,Longo,Plantio,375.0,396.0,371.0,-1.19,Mai,2025,381.7,389.6666666666667,1.7092668993849898,
2019-03-01,"384,75",385.25,"402,50","378,00",CME,USD,2019,3,1,1,Friday,Sim,2025-07-01,2018/2019,2314,Longo,Plantio,384.75,402.5,378.0,-0.13,Jul,2025,378.1,389.25,1.692108574699411,
2019-03-01,"397,00",392.0,"412,50","386,25",CME,USD,2019,3,1,1,Friday,Sim,2025-09-01,2018/2019,2376,Longo,Plantio,397.0,412.5,386.25,1.28,Set,2025,375.9,389.2261904761905,1.7128726914580372,
2019-03-01,"403,50",402.75,"417,00","398,00",CME,USD,2019,3,1,1,Friday,Sim,2025-12-01,2018/2019,2467,Longo,Plantio,403.5,417.0,398.0,0.19,Dez,2025,385.3,389.0595238095238,1.6276595818184953,
2019-03-01,"408,25",408.25,"419,75","403,75",CME,USD,2019,3,1,1,Friday,Sim,2026-03-01,2018/2019,2557,Longo,Plantio,408.25,419.75,403.75,0.06,Mar,2026,393.7,388.8452380952381,1.589407047267819,
2019-04-01,"31,73",36.41,"36,79","31,51",B3,BRL,2019,4,2,1,Monday,Sim,2025-01-01,2018/2019,2102,Longo,Plantio,31.73,36.79,31.51,-13.07,Jan,2025,34.412,37.35285714285714,7.22813701875558,
2019-04-01,"30,70",33.55,"34,05","30,70",B3,BRL,2019,4,2,1,Monday,Sim,2025-03-01,2018/2019,2161,Longo,Plantio,30.7,34.05,30.7,-9.2,Mar,2025,33.391999999999996,36.86714285714286,7.348033685797793,
2019-04-01,"31,17",34.13,"34,53","31,15",B3,BRL,2019,4,2,1,Monday,Sim,2025-05-01,2018/2019,2222,Longo,Plantio,31.17,34.53,31.15,-8.91,Mai,2025,32.326,36.45619047619048,7.338648312027161,
2019-04-01,"353,25",356.5,"366,25","342,25",CFD,USD,2019,4,2,1,Monday,Sim,2024-12-01,2018/2019,2071,Longo,Plantio,353.25,366.25,342.25,-0.91,Dez,2024,364.65,363.2738095238095,4.187393552307299,
2019-04-01,"353,25",356.5,"366,25","342,25",CME,USD,2019,4,2,1,Monday,Sim,2025-03-01,2018/2019,2161,Longo,Plantio,353.25,366.25,342.25,-0.91,Mar,2025,389.35,387.73809523809524,1.5638274171007607,
2019-04-01,"362,50",367.5,"375,25","351,50",CME,USD,2019,4,2,1,Monday,Sim,2025-03-01,2018/2019,2161,Longo,Plantio,362.5,375.25,351.5,-1.02,Mar,2025,384.9,386.6547619047619,1.5260382882295924,
2019-04-01,"370,50",375.25,"383,75","360,00",CME,USD,2019,4,2,1,Monday,Sim,2025-05-01,2018/2019,2222,Longo,Plantio,370.5,383.75,360.0,-1.2,Mai,2025,379.6,385.5952380952381,1.4877802257053454,
2019-04-01,"381,00",384.75,"393,50","371,75",CME,USD,2019,4,2,1,Monday,Sim,2025-07-01,2018/2019,2283,Longo,Plantio,381.0,393.5,371.75,-0.97,Jul,2025,375.1,384.9047619047619,1.4441034457076167,
2019-04-01,"396,00",398.0,"407,00","387,50",CME,USD,2019,4,2,1,Monday,Sim,2025-09-01,2018/2019,2345,Longo,Plantio,396.0,407.0,387.5,-0.25,Set,2025,372.65,384.7142857142857,1.402636463100435,
2019-04-01,"404,50",403.75,"414,75","396,75",CME,USD,2019,4,2,1,Monday,Sim,2025-12-01,2018/2019,2436,Longo,Plantio,404.5,414.75,396.75,0.25,Dez,2025,382.9,384.48809523809524,1.3856418488675866,
2019-04-01,"412,00",407.5,"420,50","403,75",CME,USD,2019,4,2,1,Monday,Sim,2026-03-01,2018/2019,2526,Longo,Plantio,412.0,420.5,403.75,0.92,Mar,2026,392.8,384.3452380952381,1.4109496970547524,
2019-05-01,"38,28",31.5,"39,39","31,38",B3,BRL,2019,5,2,1,Wednesday,Sim,2025-01-01,2018/2019,2072,Longo,Desenvolvimento,38.28,39.39,31.38,20.64,Jan,2025,33.22,36.593333333333334,8.775582303295025,
2019-05-01,"38,84",30.61,"40,29","30,40",B3,BRL,2019,5,2,1,Wednesday,Sim,2025-03-01,2018/2019,2131,Longo,Desenvolvimento,38.84,40.29,30.4,26.51,Mar,2025,34.144,36.693333333333335,10.500744327359442,
2019-05-01,"39,71",31.15,"41,40","31,10",B3,BRL,2019,5,2,1,Wednesday,Sim,2025-05-01,2018/2019,2192,Longo,Desenvolvimento,39.71,41.4,31.1,27.4,Mai,2025,35.74,36.836666666666666,11.91223914419835,
2019-05-01,"427,00",353.5,"438,00","335,50",CFD,USD,2019,5,2,1,Wednesday,Sim,2024-12-01,2018/2019,2041,Longo,Desenvolvimento,427.0,438.0,335.5,20.88,Dez,2024,375.05,367.3095238095238,5.902847053188259,
2019-05-01,"427,00",353.5,"438,00","335,50",CME,USD,2019,5,2,1,Wednesday,Sim,2025-03-01,2018/2019,2131,Longo,Desenvolvimento,427.0,438.0,335.5,20.88,Mar,2025,404.1,387.4404761904762,4.9480605147009555,
2019-05-01,"436,00",362.5,"447,25","343,00",CME,USD,2019,5,2,1,Wednesday,Sim,2025-03-01,2018/2019,2131,Longo,Desenvolvimento,436.0,447.25,343.0,20.28,Mar,2025,415.1,390.54761904761904,6.553146826779723,
2019-05-01,"443,75",370.25,"454,00","352,50",CME,USD,2019,5,2,1,Wednesday,Sim,2025-05-01,2018/2019,2192,Longo,Desenvolvimento,443.75,454.0,352.5,19.77,Mai,2025,424.65,393.60714285714283,7.6141195282498675,
2019-05-01,"451,50",381.25,"462,25","363,75",CME,USD,2019,5,2,1,Wednesday,Sim,2025-07-01,2018/2019,2253,Longo,Desenvolvimento,451.5,462.25,363.75,18.5,Jul,2025,434.05,396.76190476190476,8.302806438903929,
2019-05-01,"452,75",396.0,"464,50","378,50",CME,USD,2019,5,2,1,Wednesday,Sim,2025-09-01,2018/2019,2315,Longo,Desenvolvimento,452.75,464.5,378.5,14.33,Set,2025,442.2,399.6547619047619,8.546713486982654,
2019-05-01,"453,75",404.5,"466,00","388,25",CME,USD,2019,5,2,1,Wednesday,Sim,2025-12-01,2018/2019,2406,Longo,Desenvolvimento,453.75,466.0,388.25,12.18,Dez,2025,447.55,402.0833333333333,8.621306248392479,
2019-05-01,"420,50",412.0,"426,50","397,00",CME,USD,2019,5,2,1,Wednesday,Sim,2026-03-01,2018/2019,2496,Longo,Desenvolvimento,420.5,426.5,397.0,2.06,Mar,2026,444.45,402.67857142857144,8.52073898538986,
2019-06-01,"37,20",38.38,"39,20","35,66",B3,BRL,2019,6,2,1,Saturday,Não,2025-01-01,2018/2019,2041,Longo,Desenvolvimento,37.2,39.2,35.66,-2.82,Jan,2025,37.04,36.85619047619048,11.938760943127345,
2019-06-01,"37,16",38.85,"40,37","35,63",B3,BRL,2019,6,2,1,Saturday,Não,2025-03-01,2018/2019,2100,Longo,Desenvolvimento,37.16,40.37,35.63,-4.33,Mar,2025,38.238,36.86857142857143,12.001778856248176,
