Data,Último,Abertura,Máxima,Mínima,Bolsa,Moeda,Ano,Mes,Trimestre,Semestre,Dia_Semana,Dia_Util,Data_Vencimento,Safra,Dias_Ate_Vencimento,Periodo_Contrato,Epoca_Safra,Ultimo,Maxima,Minima,Variacao,Mes_Vencimento,Ano_Vencimento,Media_Movel_5d,Media_Movel_21d,Volatilidade_21d,Volume_Normalizado
2014-04-01,"519,00",506.25,"524,25","490,75",CME,USD,2014,4,2,1,Tuesday,Sim,2025-03-01,2013/2014,3987,Longo,Plantio,519.0,524.25,490.75,2.42,Mar,2025,511.8,482.29761904761904,2.9590324995398696,
2014-04-01,"513,25",501.25,"519,75","488,50",CME,USD,2014,4,2,1,Tuesday,Sim,2025-05-01,2013/2014,4048,Longo,Plantio,513.25,519.75,488.5,2.24,Mai,2025,513.45,485.5952380952381,2.931960338846906,
2014-04-01,"509,25",498.0,"517,00","487,50",CME,USD,2014,4,2,1,Tuesday,Sim,2025-07-01,2013/2014,4109,Longo,Plantio,509.25,517.0,487.5,2.21,Jul,2025,513.3,488.5952380952381,2.8480592389504937,
2014-04-01,"516,50",503.5,"523,00","495,00",CME,USD,2014,4,2,1,Tuesday,Sim,2025-09-01,2013/2014,4171,Longo,Plantio,516.5,523.0,495.0,2.28,Set,2025,514.4,491.76190476190476,2.702679358393361,
2014-04-01,"522,50",508.5,"526,00","501,00",CME,USD,2014,4,2,1,Tuesday,Sim,2025-12-01,2013/2014,4262,Longo,Plantio,522.5,526.0,501.0,2.45,Dez,2025,516.1,494.7738095238095,2.504489777902654,
2014-04-01,"527,00",510.0,"531,25","506,00",CME,USD,2014,4,2,1,Tuesday,Sim,2026-03-01,2013/2014,4352,Longo,Plantio,527.0,531.25,506.0,3.13,Mar,2026,517.7,497.6904761904762,2.256198868303317,
2014-05-01,"27,10",29.85,"30,15","26,90",B3,BRL,2014,5,2,1,Thursday,Sim,2025-01-01,2013/2014,3898,Longo,Desenvolvimento,27.1,30.15,26.9,-9.21,Jan,2025,29.470000000000006,28.30047619047619,6.434871109080291,
2014-05-01,"26,76",30.1,"30,20","28,20",B3,BRL,2014,5,2,1,Thursday,Sim,2025-03-01,2013/2014,3957,Longo,Desenvolvimento,26.76,30.2,28.2,-12.18,Mar,2025,28.812,28.421428571428567,7.228497966876859,
2014-05-01,"26,45",27.74,"27,93","26,40",B3,BRL,2014,5,2,1,Thursday,Sim,2025-05-01,2013/2014,4018,Longo,Desenvolvimento,26.45,27.93,26.4,-11.48,Mai,2025,28.131999999999998,28.502857142857145,7.82150728379615,
2014-05-01,"465,75",513.25,"519,50","465,00",CFD,USD,2014,5,2,1,Thursday,Sim,2024-12-01,2013/2014,3867,Longo,Desenvolvimento,465.75,519.5,465.0,-9.39,Dez,2024,474.65,581.5357142857143,7.468218599346099,
2014-05-01,"465,75",513.25,"519,50","465,00",CME,USD,2014,5,2,1,Thursday,Sim,2025-03-01,2013/2014,3957,Longo,Desenvolvimento,465.75,519.5,465.0,-9.39,Mar,2025,508.2,498.0833333333333,3.845236385079947,
2014-05-01,"458,00",518.0,"522,75","457,25",CME,USD,2014,5,2,1,Thursday,Sim,2025-03-01,2013/2014,3957,Longo,Desenvolvimento,458.0,522.75,457.25,-11.75,Mar,2025,497.95,497.82142857142856,5.170700053921025,
2014-05-01,"457,50",513.0,"518,00","456,50",CME,USD,2014,5,2,1,Thursday,Sim,2025-05-01,2013/2014,4018,Longo,Desenvolvimento,457.5,518.0,456.5,-10.86,Mai,2025,486.15,497.3452380952381,6.007180703125206,
2014-05-01,"466,50",509.0,"514,75","466,00",CME,USD,2014,5,2,1,Thursday,Sim,2025-07-01,2013/2014,4079,Longo,Desenvolvimento,466.5,514.75,466.0,-8.39,Jul,2025,474.95,497.2738095238095,6.44014463014168,
2014-05-01,"473,00",515.75,"522,00","472,50",CME,USD,2014,5,2,1,Thursday,Sim,2025-09-01,2013/2014,4141,Longo,Desenvolvimento,473.0,522.0,472.5,-8.42,Set,2025,464.15,497.3452380952381,6.788808437421096,
2014-05-01,"479,00",522.0,"527,00","478,25",CME,USD,2014,5,2,1,Thursday,Sim,2025-12-01,2013/2014,4232,Longo,Desenvolvimento,479.0,527.0,478.25,-8.33,Dez,2025,466.8,497.2857142857143,7.061961888475863,
2014-05-01,"470,00",526.25,"531,00","470,00",CME,USD,2014,5,2,1,Thursday,Sim,2026-03-01,2013/2014,4322,Longo,Desenvolvimento,470.0,531.0,470.0,-10.82,Mar,2026,469.2,496.48809523809524,7.4358291880788645,
2014-06-01,"24,60",27.0,"27,18","24,58",B3,BRL,2014,6,2,1,Sunday,Não,2025-01-01,2013/2014,3867,Longo,Desenvolvimento,24.6,27.18,24.58,-9.23,Jan,2025,26.958000000000006,28.404285714285713,7.97935908632839,
