Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2013","2013","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2013","2013","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2013","2013","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2013","2013","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2014","2014","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2014","2014","t","422.72","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2014","2014","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2014","2014","t","8598.92","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2014","2014","t","-8176","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2014","2014","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2014","2014","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2014","2014","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2014","2014","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2014","2014","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2014","2014","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2014","2014","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2014","2014","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2015","2015","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2015","2015","t","353.99","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2015","2015","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2015","2015","t","10685.6","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2015","2015","t","-10332","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2015","2015","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2015","2015","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2015","2015","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2015","2015","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2015","2015","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2015","2015","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2015","2015","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2015","2015","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2016","2016","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2016","2016","t","464.12","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2016","2016","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2016","2016","t","13268.26","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2016","2016","t","-12804","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2016","2016","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2016","2016","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2016","2016","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2016","2016","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2016","2016","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2016","2016","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2016","2016","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2016","2016","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2017","2017","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2017","2017","t","362.84","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2017","2017","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2017","2017","t","17127.78","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2017","2017","t","-16765","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2017","2017","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2017","2017","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2017","2017","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2017","2017","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2017","2017","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2017","2017","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2017","2017","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2017","2017","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2018","2018","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2018","2018","t","211.69","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2018","2018","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2018","2018","t","17632.17","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2018","2018","t","-17420","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2018","2018","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2018","2018","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2018","2018","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2018","2018","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2018","2018","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2018","2018","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2018","2018","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2018","2018","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2019","2019","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2019","2019","t","235.03","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2019","2019","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2019","2019","t","16292.27","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2019","2019","t","-16057","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2019","2019","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2019","2019","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2019","2019","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2019","2019","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2019","2019","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2019","2019","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2019","2019","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2019","2019","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2020","2020","t","417","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2020","2020","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2020","2020","t","18348.66","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2020","2020","t","-17932","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2020","2020","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2020","2020","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2020","2020","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2020","2020","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2020","2020","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2021","2021","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2021","2021","t","261.88","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2021","2021","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2021","2021","t","24073.82","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2021","2021","t","-23812","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2021","2021","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2021","2021","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2021","2021","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2021","2021","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2021","2021","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2021","2021","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2021","2021","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2021","2021","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2022","2022","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2022","2022","t","314","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2022","2022","t","21160.05","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2022","2022","t","-20846","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2022","2022","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2022","2022","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2022","2022","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2022","2022","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2022","2022","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2022","2022","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2022","2022","t","0","X","Figure from international organizations","Unofficial figure"
