Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2012","2012","t","998.7","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2012","2012","kcal/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2012","2012","g/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2012","2012","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2012","2012","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2012","2012","Kcal","788.97","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2012","2012","t","24.46","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2012","2012","t","9.47","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2013","2013","t","346.89","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2013","2013","t","839","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2013","2013","t","-179.09","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21319.01","Sweet corn, frozen","2013","2013","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2013","2013","t","1018.09","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2013","2013","kcal/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2013","2013","g/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2013","2013","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2013","2013","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2013","2013","Kcal","804.29","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2013","2013","t","24.93","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2013","2013","t","9.65","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2014","2014","t","167.8","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2014","2014","t","1122.08","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2014","2014","t","96.86","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21319.01","Sweet corn, frozen","2014","2014","t","0","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21319.01","Sweet corn, frozen","2014","2014","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2014","2014","t","1025.22","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2014","2014","kcal/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2014","2014","g/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2014","2014","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2014","2014","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2014","2014","Kcal","809.92","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2014","2014","t","25.11","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2014","2014","t","9.72","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2015","2015","t","264.66","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2015","2015","t","1104.99","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2015","2015","t","95.34","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21319.01","Sweet corn, frozen","2015","2015","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2015","2015","t","1009.66","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2015","2015","kcal/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2015","2015","g/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2015","2015","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2015","2015","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2015","2015","Kcal","797.63","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2015","2015","t","24.73","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2015","2015","t","9.57","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2016","2016","t","359.99","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2016","2016","t","815.53","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2016","2016","t","-179.65","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21319.01","Sweet corn, frozen","2016","2016","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2016","2016","t","995.18","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2016","2016","kcal/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2016","2016","g/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2016","2016","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2016","2016","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2016","2016","Kcal","786.19","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2016","2016","t","24.37","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2016","2016","t","9.43","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2017","2017","t","180.34","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2017","2017","t","917.15","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2017","2017","t","-86.7","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21319.01","Sweet corn, frozen","2017","2017","t","0.21","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21319.01","Sweet corn, frozen","2017","2017","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2017","2017","t","1003.64","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2017","2017","kcal/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2017","2017","g/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2017","2017","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2017","2017","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2017","2017","Kcal","792.87","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2017","2017","t","24.58","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2017","2017","t","9.51","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2018","2018","t","93.64","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2018","2018","t","580.76","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2018","2018","t","-93.64","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21319.01","Sweet corn, frozen","2018","2018","t","104.81","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2018","2018","t","569.59","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2018","2018","kcal/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2018","2018","g/cap/d","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2018","2018","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2018","2018","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2018","2018","Kcal","449.97","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2018","2018","t","13.95","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2018","2018","t","5.4","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2019","2019","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2019","2019","t","689.94","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2019","2019","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21319.01","Sweet corn, frozen","2019","2019","t","488.5","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21319.01","Sweet corn, frozen","2019","2019","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2019","2019","t","201.45","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2019","2019","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2019","2019","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2019","2019","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2019","2019","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2019","2019","Kcal","159.14","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2019","2019","t","4.93","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2019","2019","t","1.91","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2020","2020","t","664.7","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21319.01","Sweet corn, frozen","2020","2020","t","652.08","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21319.01","Sweet corn, frozen","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2020","2020","t","12.62","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2020","2020","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2020","2020","Kcal","9.97","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2020","2020","t","0.31","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2020","2020","t","0.12","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2021","2021","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2021","2021","t","594.88","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2021","2021","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21319.01","Sweet corn, frozen","2021","2021","t","264.73","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21319.01","Sweet corn, frozen","2021","2021","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2021","2021","t","330.15","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2021","2021","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2021","2021","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2021","2021","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2021","2021","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2021","2021","Kcal","260.82","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2021","2021","t","8.09","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2021","2021","t","3.13","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21319.01","Sweet corn, frozen","2022","2022","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21319.01","Sweet corn, frozen","2022","2022","t","842.47","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21319.01","Sweet corn, frozen","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21319.01","Sweet corn, frozen","2022","2022","t","893.89","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21319.01","Sweet corn, frozen","2022","2022","t","-51","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21319.01","Sweet corn, frozen","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21319.01","Sweet corn, frozen","2022","2022","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2022","2022","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2022","2022","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21319.01","Sweet corn, frozen","2022","2022","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21319.01","Sweet corn, frozen","2022","2022","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21319.01","Sweet corn, frozen","2022","2022","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21319.01","Sweet corn, frozen","2022","2022","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2012","2012","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2012","2012","t","417","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2012","2012","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2012","2012","t","8740","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2012","2012","t","-8323","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2012","2012","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2012","2012","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2012","2012","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2012","2012","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2012","2012","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","21399.03","Sweet corn, prepared or preserved","2012","2012","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","21399.03","Sweet corn, prepared or preserved","2012","2012","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","21399.03","Sweet corn, prepared or preserved","2012","2012","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","21399.03","Sweet corn, prepared or preserved","2013","2013","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","21399.03","Sweet corn, prepared or preserved","2013","2013","t","490","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","21399.03","Sweet corn, prepared or preserved","2013","2013","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","21399.03","Sweet corn, prepared or preserved","2013","2013","t","10776","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","21399.03","Sweet corn, prepared or preserved","2013","2013","t","-10286","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","21399.03","Sweet corn, prepared or preserved","2013","2013","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","21399.03","Sweet corn, prepared or preserved","2013","2013","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2013","2013","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","21399.03","Sweet corn, prepared or preserved","2013","2013","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
