Tipo_Estacao,Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Direcao_Vento_Predominante_Mensal_graus,Evaporacao_Piche_Mensal_mm,Evapotranspiracao_Potencial_BH_Mensal_mm,Evapotranspiracao_Real_BH_Mensal_mm,Insolacao_Total_Mensal_horas,Nebulosidade_Media_Mensal_decimos,Numero_de_dias_com_precip_pluv_mensal,Numero_de_dias_com_precip_pluv_mensal_auto_em_numero,Precipitacao_total_mensal_auto_em_mm,Precipitacao_total_mensal_mm,Pressao_atmosferica_media_mensal_auto_em_mB,Pressao_atmosferica_media_mensal_mB,Pressao_atmosferica_nivel_mar_media_mensal_mB,Temperatura_maxima_media_mensal_Celsius,Temperatura_media_compensada_mensal_Celsius,Temperatura_media_mensal_auto_Celsius,Temperatura_minima_media_mensal_Celsius,Umidade_relativa_ar_media_mensal_percentual,VENTO_velocidade_MAXIMA_mensal_auto_em_metros_seg,VENTO_velocidade_MAXIMA_mensal_metros_seg,VENTO_velocidade_MEDIA_mensal_auto_em_metros_seg,VENTO_velocidade_MEDIA_mensal_metros_seg,Visibilidade_media_mensal_codigo
convencional,01/01/2012,31/10/2024,31/08/2017,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,207.2,150.5,250.2,3.6,10.0,,,78.0,,,,35.8,29.3,,24.9,76.1,,2.6,,0.9,97.8
convencional,01/01/2012,31/10/2024,30/09/2017,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,188.5,120.3,183.0,5.0,4.0,,,104.7,,,,35.5,28.9,,24.9,77.4,,3.1,,0.9,97.8
convencional,01/01/2012,31/10/2024,31/10/2017,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,216.0,16.0,223.5,3.4,,,,5.6,,,,36.6,29.8,,25.5,72.9,,5.7,,1.6,97.6
convencional,01/01/2012,31/10/2024,30/11/2017,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,216.5,2.4,218.7,3.3,,,,1.1,,,,37.3,30.2,,25.5,68.5,,6.2,,2.0,97.8
convencional,01/01/2012,31/10/2024,31/12/2017,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,3.6,,,,,,,,35.7,29.2,,25.1,70.7,,6.2,,2.2,97.4
convencional,01/01/2012,31/10/2024,31/01/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,,,,,,,,,,,,,,,,,,
convencional,01/01/2012,31/10/2024,28/02/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,,,,,,,,,,,,,,,,,,
convencional,01/01/2012,31/10/2024,31/03/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,27.0,,216.8,40.0,191.9,5.7,,,,31.6,,,,37.1,30.0,,25.3,72.6,,5.1,,2.3,95.5
convencional,01/01/2012,31/10/2024,30/04/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,,164.2,161.6,130.8,6.3,,,,161.6,,,,35.9,28.9,,25.1,71.2,,5.1,,1.8,95.4
convencional,01/01/2012,31/10/2024,31/05/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,,151.7,151.7,133.9,7.2,,,,343.3,,,,33.6,27.3,,24.0,82.7,,4.1,,1.2,95.4
convencional,01/01/2012,31/10/2024,30/06/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,138.7,138.7,117.7,7.0,,,,375.6,,,,32.8,26.8,,23.7,84.5,,3.1,,0.9,95.2
convencional,01/01/2012,31/10/2024,31/07/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,136.8,136.8,114.6,6.8,,,,413.4,,,,32.6,26.5,,23.4,85.7,,4.6,,1.0,95.3
convencional,01/01/2012,31/10/2024,31/08/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,,177.6,158.3,233.5,5.4,,,,108.4,,,,35.8,28.5,,24.2,73.9,,4.1,,1.2,95.9
convencional,01/01/2012,31/10/2024,30/09/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,,183.3,183.3,220.4,5.6,,,,278.9,,,,36.4,28.9,,24.5,75.0,,5.1,,1.2,95.9
convencional,01/01/2012,31/10/2024,31/10/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,,234.1,121.9,267.4,5.0,,,,35.4,,,,37.9,30.2,,25.1,63.8,,3.1,,1.5,95.9
convencional,01/01/2012,31/10/2024,30/11/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,191.5,52.3,188.8,6.3,,,,41.6,,,,36.8,29.6,,25.4,68.3,,4.1,,1.6,95.7
convencional,01/01/2012,31/10/2024,31/12/2018,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,171.4,8.5,151.9,5.4,,,,6.0,,,,35.0,28.1,,24.2,66.4,,4.1,,2.2,95.9
convencional,01/01/2012,31/10/2024,31/01/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,190.4,186.8,9.1,192.7,5.8,,,,8.6,,,,36.1,28.8,,24.3,63.7,,5.0,,2.1,39.6
convencional,01/01/2012,31/10/2024,28/02/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,197.2,181.8,0.3,207.7,5.3,,,,0.2,,,,36.4,29.3,,24.7,59.6,,5.0,,2.4,41.4
convencional,01/01/2012,31/10/2024,31/03/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,253.9,238.1,4.2,240.2,4.6,,,,4.2,,,,38.2,30.5,,25.7,54.7,,5.0,,2.2,42.9
convencional,01/01/2012,31/10/2024,30/04/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,222.2,232.0,6.6,194.7,6.1,,,,6.6,,,,36.9,30.5,,26.1,57.5,,4.0,,1.9,39.1
convencional,01/01/2012,31/10/2024,31/05/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,72.0,149.5,149.5,88.1,7.5,,,,416.5,,,,32.2,27.1,,24.5,83.9,,4.0,,1.1,27.8
convencional,01/01/2012,31/10/2024,30/06/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,63.9,147.3,147.3,145.5,6.6,,,,437.0,,,,32.5,27.2,,24.0,83.6,,3.0,,0.8,30.2
convencional,01/01/2012,31/10/2024,31/07/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,70.9,154.3,154.3,175.9,7.3,,,,392.4,,,,32.8,27.5,,23.8,81.3,,4.0,,1.0,29.5
convencional,01/01/2012,31/10/2024,31/08/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,72.7,162.9,162.9,175.0,7.1,20.0,,,392.3,,,,33.0,27.8,,23.7,79.7,,3.0,,1.0,30.9
convencional,01/01/2012,31/10/2024,30/09/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,95.5,183.3,170.6,,6.8,,,,128.3,,,,34.6,28.8,,24.0,73.8,,5.0,,1.3,35.6
convencional,01/01/2012,31/10/2024,31/10/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,123.7,199.0,101.5,,6.1,,,,57.9,,,,35.6,29.3,,24.7,70.1,,4.0,,1.5,37.7
convencional,01/01/2012,31/10/2024,30/11/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,113.4,183.6,183.6,,7.1,11.0,,,214.6,,,,34.8,29.0,,24.7,71.6,,5.0,,1.5,35.6
convencional,01/01/2012,31/10/2024,31/12/2019,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,108.0,173.8,70.8,,6.6,,,,37.2,,,,34.2,28.4,,24.7,74.0,,4.0,,1.6,35.6
convencional,01/01/2012,31/10/2024,31/01/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,169.4,,,,5.1,2.0,,,5.2,,,,35.3,28.6,,24.4,66.4,,4.0,,1.7,39.4
convencional,01/01/2012,31/10/2024,29/02/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,187.5,,,,5.4,1.0,,,3.4,,,,35.5,29.0,,24.7,60.7,,5.0,,2.1,38.9
convencional,01/01/2012,31/10/2024,31/03/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,225.3,,,,4.9,1.0,,,2.4,,,,36.6,29.9,,25.5,60.3,,5.0,,1.9,39.2
convencional,01/01/2012,31/10/2024,30/04/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,147.6,,,,7.1,6.0,,,154.6,,,,35.5,29.3,,25.3,69.6,,4.0,,1.5,36.4
convencional,01/01/2012,31/10/2024,31/05/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,80.5,,,,7.7,22.0,,,298.7,,,,33.1,27.8,,24.5,81.5,,4.0,,1.0,31.1
convencional,01/01/2012,31/10/2024,30/06/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,61.1,,,,7.6,25.0,,,351.4,,,,32.2,27.0,,23.6,83.2,,2.0,,0.8,29.6
convencional,01/01/2012,31/10/2024,31/07/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,67.5,,,,6.5,24.0,,,356.5,,,,33.0,27.3,,24.0,81.5,,2.0,,0.7,32.7
convencional,01/01/2012,31/10/2024,31/08/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,81.9,,,,7.3,24.0,,,220.8,,,,33.7,27.8,,24.5,78.7,,4.0,,1.0,33.1
convencional,01/01/2012,31/10/2024,30/09/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,114.5,,,,5.6,6.0,,,48.7,,,,35.7,29.2,,25.0,69.5,,3.0,,1.1,40.3
convencional,01/01/2012,31/10/2024,31/10/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,143.7,,,,5.4,7.0,,,84.3,,,,36.4,29.6,,25.2,67.5,,4.0,,1.3,40.1
convencional,01/01/2012,31/10/2024,30/11/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,97.2,,,,7.5,13.0,,,181.3,,,,34.9,28.4,,24.8,75.2,,4.0,,1.1,38.3
convencional,01/01/2012,31/10/2024,31/12/2020,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,107.2,,,,6.7,9.0,,,42.4,,,,33.8,28.2,,24.7,74.0,,3.0,,1.2,37.4
convencional,01/01/2012,31/10/2024,31/01/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,115.4,,,,7.3,10.0,,,115.8,,,,33.8,27.6,,23.9,73.2,,4.0,,1.4,34.5
convencional,01/01/2012,31/10/2024,28/02/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,136.0,,,,6.3,3.0,,,24.8,,,,34.4,28.2,,24.4,67.6,,4.0,,1.8,35.8
convencional,01/01/2012,31/10/2024,31/03/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,132.9,,,,7.5,14.0,,,133.3,,,,34.9,28.2,,24.2,70.8,,3.0,,1.4,36.9
convencional,01/01/2012,31/10/2024,30/04/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,94.8,,,,7.3,21.0,,,451.2,,,,33.3,27.6,,24.1,78.0,,4.0,,1.2,33.5
convencional,01/01/2012,31/10/2024,31/05/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,59.6,,,,8.1,28.0,,,299.6,,,,32.5,27.1,,23.9,83.5,,3.0,,1.1,33.2
convencional,01/01/2012,31/10/2024,30/06/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,63.7,,,,7.1,20.0,,,291.2,,,,33.4,27.5,,23.9,80.0,,3.0,,0.9,36.9
convencional,01/01/2012,31/10/2024,31/07/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,58.7,,,,7.5,28.0,,,356.7,,,,33.1,27.0,,23.4,82.5,,4.0,,1.1,35.1
convencional,01/01/2012,31/10/2024,31/08/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,68.7,,,,7.3,18.0,,,199.6,,,,33.6,27.7,,23.9,78.8,,3.0,,1.0,37.3
convencional,01/01/2012,31/10/2024,30/09/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,103.3,,,,5.5,9.0,,,68.6,,,,36.1,29.1,,24.6,70.7,,3.0,,1.2,40.1
convencional,01/01/2012,31/10/2024,31/10/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,114.8,,,,6.7,8.0,,,99.0,,,,36.6,29.6,,24.9,69.9,,3.0,,1.3,38.8
convencional,01/01/2012,31/10/2024,30/11/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,123.3,,,,6.2,6.0,,,28.7,,,,36.0,29.3,,25.1,69.4,,3.0,,1.5,39.9
convencional,01/01/2012,31/10/2024,31/12/2021,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,101.6,,,,7.2,10.0,,,64.7,,,,34.9,28.3,,24.8,74.7,,4.0,,1.5,38.6
convencional,01/01/2012,31/10/2024,31/01/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,157.7,,,,5.4,3.0,,,3.2,,,,36.1,28.7,,24.1,64.7,,4.0,,1.9,41.2
convencional,01/01/2012,31/10/2024,28/02/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,143.0,,,,7.4,8.0,,,52.4,,,,37.5,29.0,,24.8,67.6,,4.0,,1.7,37.1
convencional,01/01/2012,31/10/2024,31/03/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,115.3,,,,8.1,11.0,,,177.8,,,,34.4,28.2,,24.2,71.9,,3.0,,1.4,33.0
convencional,01/01/2012,31/10/2024,30/04/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,112.9,,,,7.7,16.0,,,167.7,,,,34.7,28.2,,24.1,73.3,,3.0,,1.2,33.3
convencional,01/01/2012,31/10/2024,31/05/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,18.0,66.1,,,,7.9,18.0,,,449.6,,,,32.5,26.9,,23.4,86.4,,2.0,,0.9,27.7
convencional,01/01/2012,31/10/2024,30/06/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,56.7,,,,7.3,26.0,,,348.2,,,,33.3,27.1,,23.2,81.9,,2.0,,1.0,31.8
convencional,01/01/2012,31/10/2024,31/07/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,66.6,,,,6.6,19.0,,,313.7,,,,33.4,27.2,,23.5,83.3,,3.0,,1.0,31.6
convencional,01/01/2012,31/10/2024,31/08/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,,,,,5.8,18.0,,,233.2,,,,34.6,28.0,,23.8,76.5,,4.0,,1.2,36.1
convencional,01/01/2012,31/10/2024,30/09/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,102.6,,,,6.2,13.0,,,126.9,,,,35.7,28.5,,23.9,74.5,,4.0,,1.2,38.7
convencional,01/01/2012,31/10/2024,31/10/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,,,,,6.0,8.0,,,128.8,,,,37.1,29.1,,24.2,72.7,,2.0,,1.1,40.1
convencional,01/01/2012,31/10/2024,30/11/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,6.8,12.0,,,268.5,,,,34.7,28.2,,23.9,74.8,,3.0,,1.3,37.2
convencional,01/01/2012,31/10/2024,31/12/2022,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,5.5,7.0,,,74.2,,,,34.1,27.7,,23.7,75.1,,3.1,,1.5,94.9
convencional,01/01/2012,31/10/2024,31/01/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,5.6,5.0,,,90.3,,,,34.7,27.6,,23.5,77.6,,4.1,,1.4,94.4
convencional,01/01/2012,31/10/2024,28/02/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,,,,,7.0,2.0,,,36.2,,,,34.7,27.9,,23.3,71.2,,3.1,,1.2,94.2
convencional,01/01/2012,31/10/2024,31/03/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,9.0,,,,,5.7,1.0,,,0.2,,,,36.0,28.9,,23.3,64.4,,4.1,,1.2,95.7
convencional,01/01/2012,31/10/2024,30/04/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,5.8,12.0,,,265.0,,,,36.0,28.8,,24.3,69.2,,3.1,,1.5,95.5
convencional,01/01/2012,31/10/2024,31/05/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,7.1,20.0,,,355.4,,,,34.4,28.0,,24.5,80.7,,3.1,,1.4,95.3
convencional,01/01/2012,31/10/2024,30/06/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,,,,6.9,23.0,,,344.5,,,,34.0,27.5,,24.2,84.1,,3.1,,1.2,95.4
convencional,01/01/2012,31/10/2024,31/07/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,18.0,,,,,6.3,20.0,,,388.8,,,,35.2,28.0,,23.9,83.5,,3.1,,1.1,95.3
convencional,01/01/2012,31/10/2024,31/08/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,4.2,7.0,,,21.2,,,,37.2,29.7,,25.0,70.8,,3.1,,1.3,95.9
convencional,01/01/2012,31/10/2024,30/09/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,4.1,4.0,,,9.0,,,,39.0,31.0,,25.4,62.9,,3.1,,1.4,95.8
convencional,01/01/2012,31/10/2024,31/10/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,4.5,7.0,,,53.4,,,,39.3,31.0,,25.6,63.5,,4.1,,1.4,95.8
convencional,01/01/2012,31/10/2024,30/11/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,4.5,1.0,,,0.4,,,,38.8,31.0,,26.2,59.7,,3.1,,1.3,95.8
convencional,01/01/2012,31/10/2024,31/12/2023,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,4.8,4.0,,,16.4,,,,38.8,30.1,,24.3,60.7,,2.6,,0.9,96.0
convencional,01/01/2012,31/10/2024,31/01/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,,,,5.3,3.0,,,1.6,,,,38.8,30.3,,24.9,59.5,,3.1,,1.4,95.8
convencional,01/01/2012,31/10/2024,29/02/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,4.2,3.0,,,7.0,,,,39.2,31.2,,25.9,55.9,,,,,95.8
convencional,01/01/2012,31/10/2024,31/03/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,5.2,2.0,,,15.0,,,,39.5,31.9,,26.7,55.8,,,,,95.5
convencional,01/01/2012,31/10/2024,30/04/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,6.3,11.0,,,167.8,,,,38.0,30.5,,26.1,65.8,,,,,95.3
convencional,01/01/2012,31/10/2024,31/05/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,7.6,19.0,,,465.2,,,,36.4,28.1,,23.4,85.7,,,,,95.1
convencional,01/01/2012,31/10/2024,30/06/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,7.5,24.0,,,481.4,,,,35.8,27.9,,23.3,83.8,,,,,90.5
convencional,01/01/2012,31/10/2024,31/07/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,7.0,21.0,,,358.0,,,,34.1,27.4,,24.1,85.3,,,,,95.4
convencional,01/01/2012,31/10/2024,31/08/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,5.5,14.0,,,152.1,,,,36.0,28.8,,24.6,77.3,,,,,95.6
convencional,01/01/2012,31/10/2024,30/09/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,4.9,8.0,,,134.6,,,,38.9,30.6,,25.5,70.8,,,,,95.8
convencional,01/01/2012,31/10/2024,31/10/2024,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,4.5,6.0,,,25.8,,,,39.5,30.8,,25.5,67.4,,,,,95.7
