Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Numero_de_dias_com_precip_pluv_mensal_auto_em_numero,Precipitacao_total_mensal_auto_em_mm,Pressao_atmosferica_media_mensal_auto_em_mB,Temperatura_media_mensal_auto_Celsius,VENTO_velocidade_MAXIMA_mensal_auto_em_metros_seg,VENTO_velocidade_MEDIA_mensal_auto_em_metros_seg
2016-11-14,2024-10-31,2016-11-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,7.0,,,,,
2016-11-14,2024-10-31,2016-12-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,20.0,209.2,987.0,25.4,10.1,1.4
2016-11-14,2024-10-31,2017-01-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,21.0,228.4,987.9,25.3,6.9,1.5
2016-11-14,2024-10-31,2017-02-28,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,25.0,364.4,987.9,25.1,6.0,1.7
2016-11-14,2024-10-31,2017-03-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,28.0,415.6,987.9,25.5,8.3,1.6
2016-11-14,2024-10-31,2017-04-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,19.0,221.8,988.0,25.8,5.4,1.4
2016-11-14,2024-10-31,2017-05-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,15.0,55.0,988.4,26.9,7.1,1.4
2016-11-14,2024-10-31,2017-06-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,7.0,47.4,989.2,26.3,7.5,1.7
2016-11-14,2024-10-31,2017-07-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,0.0,0.0,991.0,25.9,6.8,2.1
2016-11-14,2024-10-31,2017-08-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,9.0,47.2,988.4,28.1,7.4,1.8
2016-11-14,2024-10-31,2017-09-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,5.0,12.6,987.8,28.6,8.6,1.8
2016-11-14,2024-10-31,2017-10-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,13.0,141.4,986.7,27.5,7.4,2.0
2016-11-14,2024-10-31,2017-11-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,20.0,157.2,986.2,26.1,12.1,1.6
2016-11-14,2024-10-31,2017-12-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,25.0,298.2,986.9,25.6,7.1,1.5
2016-11-14,2024-10-31,2018-01-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,22.0,304.2,987.4,25.4,7.3,1.5
2016-11-14,2024-10-31,2018-02-28,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,6.3,
2016-11-14,2024-10-31,2018-03-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2018-04-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2018-05-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,13.0,,989.8,25.7,6.0,1.4
2016-11-14,2024-10-31,2018-06-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,2.0,0.6,988.5,25.8,5.3,1.5
2016-11-14,2024-10-31,2018-07-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,4.0,19.2,989.0,26.3,6.1,1.6
2016-11-14,2024-10-31,2018-08-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,9.0,79.2,989.0,26.8,7.8,1.6
2016-11-14,2024-10-31,2018-09-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,15.0,114.6,986.6,26.8,9.6,1.6
2016-11-14,2024-10-31,2018-10-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,22.0,188.4,985.8,26.6,10.0,1.5
2016-11-14,2024-10-31,2018-11-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,19.0,275.4,985.4,25.8,12.4,1.4
2016-11-14,2024-10-31,2018-12-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,21.0,205.6,987.9,25.5,6.9,1.5
2016-11-14,2024-10-31,2019-01-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,24.0,228.0,988.6,25.0,9.4,1.5
2016-11-14,2024-10-31,2019-02-28,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,20.0,159.0,987.5,25.6,7.5,1.5
2016-11-14,2024-10-31,2019-03-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,26.0,184.8,988.5,25.6,7.4,1.5
2016-11-14,2024-10-31,2019-04-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,25.0,235.4,988.3,26.2,6.7,1.4
2016-11-14,2024-10-31,2019-05-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,20.0,82.8,987.5,26.4,7.5,1.4
2016-11-14,2024-10-31,2019-06-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,5.0,40.0,988.9,25.9,6.5,1.6
2016-11-14,2024-10-31,2019-07-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,6.0,34.2,989.2,26.0,6.7,1.6
2016-11-14,2024-10-31,2019-08-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,1.0,,,,,
2016-11-14,2024-10-31,2019-09-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2019-10-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2019-11-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2019-12-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,18.0,,985.6,26.0,10.3,1.6
2016-11-14,2024-10-31,2020-01-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,28.0,291.6,987.7,25.9,6.3,1.7
2016-11-14,2024-10-31,2020-02-29,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,21.0,201.6,987.2,25.9,6.6,1.6
2016-11-14,2024-10-31,2020-03-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,19.0,265.0,988.3,26.0,8.3,1.8
2016-11-14,2024-10-31,2020-04-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,23.0,260.0,988.0,25.9,6.4,1.6
2016-11-14,2024-10-31,2020-05-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,19.0,123.0,988.7,26.5,8.2,1.6
2016-11-14,2024-10-31,2020-06-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,5.0,11.0,989.1,26.2,5.9,1.7
2016-11-14,2024-10-31,2020-07-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2020-08-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2020-09-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2020-10-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2020-11-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2020-12-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,9.0,,,,,
2016-11-14,2024-10-31,2021-01-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,21.0,305.2,985.7,25.7,8.0,1.7
2016-11-14,2024-10-31,2021-02-28,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,23.0,246.8,986.6,25.3,7.3,1.6
2016-11-14,2024-10-31,2021-03-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,28.0,361.4,987.7,25.2,6.0,1.6
2016-11-14,2024-10-31,2021-04-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,18.0,300.4,986.8,25.7,9.2,1.4
2016-11-14,2024-10-31,2021-05-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,12.0,56.4,988.5,26.0,5.4,1.5
2016-11-14,2024-10-31,2021-06-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,4.0,14.6,988.1,26.3,5.8,1.5
2016-11-14,2024-10-31,2021-07-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,1.0,5.4,989.5,26.7,6.7,1.8
2016-11-14,2024-10-31,2021-08-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,5.0,42.2,987.7,27.7,8.1,1.9
2016-11-14,2024-10-31,2021-09-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,12.0,146.0,987.9,27.1,10.1,1.7
2016-11-14,2024-10-31,2021-10-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,19.0,223.8,987.1,26.9,11.5,1.7
2016-11-14,2024-10-31,2021-11-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,26.0,240.4,986.3,25.8,7.3,1.7
2016-11-14,2024-10-31,2021-12-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,27.0,387.6,985.5,25.7,6.1,1.6
2016-11-14,2024-10-31,2022-01-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,21.0,,987.2,25.3,9.0,1.6
2016-11-14,2024-10-31,2022-02-28,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,987.5,25.9,7.1,1.6
2016-11-14,2024-10-31,2022-03-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,986.1,25.4,6.6,1.5
2016-11-14,2024-10-31,2022-04-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,987.2,26.1,5.9,1.5
2016-11-14,2024-10-31,2022-05-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,988.5,26.2,9.9,1.5
2016-11-14,2024-10-31,2022-06-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,987.8,25.8,10.5,1.6
2016-11-14,2024-10-31,2022-07-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,988.8,26.7,6.1,1.9
2016-11-14,2024-10-31,2022-08-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2022-09-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2022-10-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2022-11-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2022-12-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2023-01-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2023-02-28,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2023-03-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2023-04-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2023-05-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2023-06-30,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
2016-11-14,2024-10-31,2023-07-31,Mensal,SAO FELIX DO XINGU,Operante,A216,-6.63972221,-51.95694444,211.0,,,,,,
