Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Numero_de_dias_com_precip_pluv_mensal_auto_em_numero,Precipitacao_total_mensal_auto_em_mm,Pressao_atmosferica_media_mensal_auto_em_mB,Temperatura_media_mensal_auto_Celsius,VENTO_velocidade_MAXIMA_mensal_auto_em_metros_seg,VENTO_velocidade_MEDIA_mensal_auto_em_metros_seg
2012-01-01,2024-10-31,2012-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,22.0,115.6,995.8,26.8,4.8,1.0
2012-01-01,2024-10-31,2012-02-29,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,16.0,137.0,995.7,26.5,5.4,1.1
2012-01-01,2024-10-31,2012-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,17.0,202.6,996.2,26.7,4.1,0.9
2012-01-01,2024-10-31,2012-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,13.0,43.0,995.9,27.3,5.3,0.8
2012-01-01,2024-10-31,2012-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,6.0,5.8,996.9,28.5,5.4,1.3
2012-01-01,2024-10-31,2012-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,12.0,4.8,998.3,29.0,5.7,1.5
2012-01-01,2024-10-31,2012-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,0.0,998.4,29.8,5.9,2.3
2012-01-01,2024-10-31,2012-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,999.5,29.6,6.4,2.7
2012-01-01,2024-10-31,2012-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,998.2,31.2,5.4,2.1
2012-01-01,2024-10-31,2012-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,0.8,995.1,32.5,5.9,2.0
2012-01-01,2024-10-31,2012-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,8.0,34.6,994.9,29.4,4.2,1.2
2012-01-01,2024-10-31,2012-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,8.0,82.8,995.1,27.8,5.5,0.8
2012-01-01,2024-10-31,2013-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,24.0,234.2,996.6,26.6,5.2,0.7
2012-01-01,2024-10-31,2013-02-28,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,995.5,26.9,4.1,0.7
2012-01-01,2024-10-31,2013-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,7.0,,996.3,27.0,7.8,0.7
2012-01-01,2024-10-31,2013-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,11.0,66.6,997.2,26.9,4.3,0.8
2012-01-01,2024-10-31,2013-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,9.0,23.4,997.6,27.4,4.9,1.0
2012-01-01,2024-10-31,2013-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,6.0,5.8,998.2,27.9,5.0,1.2
2012-01-01,2024-10-31,2013-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,999.1,28.4,5.4,1.6
2012-01-01,2024-10-31,2013-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,997.8,30.1,5.3,2.2
2012-01-01,2024-10-31,2013-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,1.4,997.0,31.5,5.5,2.1
2012-01-01,2024-10-31,2013-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,4.0,17.4,996.1,31.2,6.0,1.7
2012-01-01,2024-10-31,2013-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,994.7,29.5,5.1,1.2
2012-01-01,2024-10-31,2013-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,995.7,27.7,6.3,0.8
2012-01-01,2024-10-31,2014-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,996.7,26.8,4.5,0.8
2012-01-01,2024-10-31,2014-02-28,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,996.0,26.4,4.2,0.7
2012-01-01,2024-10-31,2014-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,996.8,26.2,4.4,0.6
2012-01-01,2024-10-31,2014-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,997.3,26.7,4.0,0.8
2012-01-01,2024-10-31,2014-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,8.0,75.8,997.5,27.3,5.8,1.0
2012-01-01,2024-10-31,2014-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,2.2,998.3,28.4,5.5,1.6
2012-01-01,2024-10-31,2014-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,1000.3,28.9,5.5,2.1
2012-01-01,2024-10-31,2014-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,0.0,999.1,30.1,5.9,2.3
2012-01-01,2024-10-31,2014-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,4.0,13.8,997.5,30.9,5.8,1.8
2012-01-01,2024-10-31,2014-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,8.0,62.2,996.5,31.0,5.3,1.8
2012-01-01,2024-10-31,2014-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,12.0,216.4,995.6,29.1,4.5,1.0
2012-01-01,2024-10-31,2014-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,10.0,144.6,996.4,28.2,5.6,1.0
2012-01-01,2024-10-31,2015-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,20.0,92.2,997.2,27.3,4.7,0.9
2012-01-01,2024-10-31,2015-02-28,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,19.0,207.6,997.2,26.6,5.6,0.8
2012-01-01,2024-10-31,2015-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,10.0,,,,4.3,
2012-01-01,2024-10-31,2015-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,4.4,
2012-01-01,2024-10-31,2015-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,5.0,
2012-01-01,2024-10-31,2015-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2015-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,2.0,1.2,999.2,29.6,5.9,2.2
2012-01-01,2024-10-31,2015-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,0.2,998.6,30.1,5.9,2.2
2012-01-01,2024-10-31,2015-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,996.9,31.6,5.3,1.5
2012-01-01,2024-10-31,2015-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,3.0,4.0,996.3,32.7,5.8,1.8
2012-01-01,2024-10-31,2015-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,4.0,36.2,994.9,31.4,5.1,1.2
2012-01-01,2024-10-31,2015-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,6.0,12.6,996.1,31.8,7.5,1.3
2012-01-01,2024-10-31,2016-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,997.3,27.3,5.5,0.9
2012-01-01,2024-10-31,2016-02-29,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,997.1,28.3,5.0,1.1
2012-01-01,2024-10-31,2016-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,997.4,27.9,4.7,0.8
2012-01-01,2024-10-31,2016-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,996.5,28.8,5.2,1.0
2012-01-01,2024-10-31,2016-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,998.3,29.1,4.8,1.1
2012-01-01,2024-10-31,2016-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,4.6,999.8,28.9,6.4,1.6
2012-01-01,2024-10-31,2016-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,999.3,29.6,5.5,2.1
2012-01-01,2024-10-31,2016-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,998.6,30.5,5.7,1.9
2012-01-01,2024-10-31,2016-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,4.0,50.8,997.6,31.5,5.4,1.7
2012-01-01,2024-10-31,2016-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,3.0,10.6,995.4,31.7,5.3,1.6
2012-01-01,2024-10-31,2016-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,7.0,32.6,994.6,31.5,6.1,1.5
2012-01-01,2024-10-31,2016-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,12.0,143.4,995.6,29.0,5.4,1.1
2012-01-01,2024-10-31,2017-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,21.0,57.4,996.3,27.5,4.5,0.8
2012-01-01,2024-10-31,2017-02-28,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,996.6,26.4,4.7,0.8
2012-01-01,2024-10-31,2017-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,996.8,26.5,4.6,0.6
2012-01-01,2024-10-31,2017-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,996.9,27.1,4.1,0.8
2012-01-01,2024-10-31,2017-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,2.0,54.0,997.6,28.3,5.2,1.0
2012-01-01,2024-10-31,2017-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,3.0,25.4,998.7,28.4,5.5,1.9
2012-01-01,2024-10-31,2017-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,1001.2,28.5,6.4,2.8
2012-01-01,2024-10-31,2017-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,998.3,30.6,6.6,2.1
2012-01-01,2024-10-31,2017-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,998.5,31.1,6.7,3.3
2012-01-01,2024-10-31,2017-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,2.0,154.0,995.5,32.8,6.5,2.3
2012-01-01,2024-10-31,2017-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,11.0,90.6,995.0,29.0,5.2,1.0
2012-01-01,2024-10-31,2017-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,15.0,153.8,995.6,27.6,6.2,0.9
2012-01-01,2024-10-31,2018-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,18.0,113.2,996.4,26.4,5.2,0.8
2012-01-01,2024-10-31,2018-02-28,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,23.0,427.4,996.6,26.0,5.4,0.7
2012-01-01,2024-10-31,2018-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,3.0,,996.7,26.6,4.3,0.8
2012-01-01,2024-10-31,2018-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,5.4,
2012-01-01,2024-10-31,2018-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,5.5,
2012-01-01,2024-10-31,2018-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,5.8,
2012-01-01,2024-10-31,2018-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,5.0,
2012-01-01,2024-10-31,2018-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,0.4,999.1,29.9,5.6,1.9
2012-01-01,2024-10-31,2018-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,33.2,996.2,31.2,6.1,1.7
2012-01-01,2024-10-31,2018-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,7.0,63.4,995.6,31.0,5.1,1.3
2012-01-01,2024-10-31,2018-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,12.0,72.0,995.1,29.6,4.3,1.1
2012-01-01,2024-10-31,2018-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,11.0,168.2,997.5,26.9,5.1,0.9
2012-01-01,2024-10-31,2019-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,16.0,86.6,997.7,27.2,6.5,0.8
2012-01-01,2024-10-31,2019-02-28,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,21.0,250.6,997.1,26.6,6.5,0.7
2012-01-01,2024-10-31,2019-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,20.0,198.2,997.6,26.7,6.8,0.8
2012-01-01,2024-10-31,2019-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,13.0,181.4,997.4,27.0,4.0,0.7
2012-01-01,2024-10-31,2019-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,997.4,27.1,5.0,0.9
2012-01-01,2024-10-31,2019-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,6.0,1.6,999.7,27.1,6.5,1.7
2012-01-01,2024-10-31,2019-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,8.0,2.4,999.6,27.8,6.2,1.9
2012-01-01,2024-10-31,2019-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,0.2,1000.1,29.6,6.0,2.4
2012-01-01,2024-10-31,2019-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,4.0,2.6,997.4,31.5,6.1,1.9
2012-01-01,2024-10-31,2019-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,14.0,5.6,995.7,31.3,5.3,1.5
2012-01-01,2024-10-31,2019-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,6.0,5.8,994.4,31.3,5.3,1.2
2012-01-01,2024-10-31,2019-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,21.0,12.0,995.1,29.7,4.9,1.0
2012-01-01,2024-10-31,2020-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,997.2,26.9,4.2,0.8
2012-01-01,2024-10-31,2020-02-29,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,997.3,26.9,4.0,0.8
2012-01-01,2024-10-31,2020-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,997.4,26.6,4.4,0.9
2012-01-01,2024-10-31,2020-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2020-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2020-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2020-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2020-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2020-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2020-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2020-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2020-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2021-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2021-02-28,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2021-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2021-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2021-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2021-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2021-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2021-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2021-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,,997.0,32.0,5.0,1.5
2012-01-01,2024-10-31,2021-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,13.0,91.0,995.9,30.3,7.0,1.1
2012-01-01,2024-10-31,2021-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,19.0,212.4,995.7,27.4,4.5,0.9
2012-01-01,2024-10-31,2021-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,23.0,285.4,995.3,26.7,4.7,0.7
2012-01-01,2024-10-31,2022-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,21.0,188.0,997.1,26.1,4.5,0.8
2012-01-01,2024-10-31,2022-02-28,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,18.0,300.8,996.3,26.6,6.0,0.8
2012-01-01,2024-10-31,2022-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,2.0,,,,4.2,
2012-01-01,2024-10-31,2022-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,4.9,
2012-01-01,2024-10-31,2022-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,5.2,
2012-01-01,2024-10-31,2022-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,3.0,,,27.0,5.5,
2012-01-01,2024-10-31,2022-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,27.8,5.5,
2012-01-01,2024-10-31,2022-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2022-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2022-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2022-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2022-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2023-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2023-02-28,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2023-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,12.0,,,25.9,4.3,
2012-01-01,2024-10-31,2023-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,13.0,54.6,996.7,26.7,5.0,0.8
2012-01-01,2024-10-31,2023-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,11.0,103.6,998.1,27.3,5.4,1.1
2012-01-01,2024-10-31,2023-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,2.0,5.0,999.6,27.5,5.8,1.7
2012-01-01,2024-10-31,2023-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,999.7,28.5,5.9,1.7
2012-01-01,2024-10-31,2023-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,1.0,0.2,998.2,30.3,6.0,1.8
2012-01-01,2024-10-31,2023-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,0.0,0.0,997.0,31.9,5.6,2.0
2012-01-01,2024-10-31,2023-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,4.0,2.2,995.3,32.3,5.4,1.2
2012-01-01,2024-10-31,2023-11-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,7.0,200.6,995.5,29.9,6.3,1.0
2012-01-01,2024-10-31,2023-12-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,995.7,28.6,5.6,0.9
2012-01-01,2024-10-31,2024-01-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,19.0,193.0,997.3,27.7,6.4,0.7
2012-01-01,2024-10-31,2024-02-29,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,12.0,201.8,997.7,27.3,4.8,0.9
2012-01-01,2024-10-31,2024-03-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,22.0,288.4,997.0,27.4,3.8,0.4
2012-01-01,2024-10-31,2024-04-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,4.0,,,,,
2012-01-01,2024-10-31,2024-05-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2024-06-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2024-07-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2024-08-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2024-09-30,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
2012-01-01,2024-10-31,2024-10-31,Mensal,FLORIANO,Pane,A311,-6.76138888,-43.00333333,126.39,,,,,,
